window,n_adopters,n_controls,mean_A_adopters,mean_A_controls,diff,t,df,p,ci_low,ci_high
2y_pre_vs_2y_post,19,27,1.9083609669994759,1.1031007232262187,0.8052602437732572,2.4816159230840062,28.586203430206353,0.019212320292363385,0.14118557113276764,1.4693349164137468
3y_pre_vs_3y_post,14,27,1.8027287890234587,1.234946295385676,0.5677824936377827,1.3527343804360852,18.975904288942402,0.19204035548809478,-0.310796905713873,1.4463618929894384
5y_pre_vs_5y_post,10,27,2.7141719933458957,1.7878068723274434,0.9263651210184523,1.3477875897048333,12.369865095638058,0.2018928974177232,-0.5662313938674859,2.4189616359043904
