window,n_adopters,n_controls,mean_A_adopters,mean_A_controls,diff,t,df,p,ci_low,ci_high
2y_pre_vs_2y_post,19,26,1.2710450944392147,0.39505303073343395,0.8759920637057808,5.186355394387135,21.508605897430524,3.595203381739753e-05,0.5252436755506559,1.2267404518609055
3y_pre_vs_3y_post,14,26,0.8204246168519239,0.41641479087299377,0.40400982597893015,2.2747115353662224,18.112575744173807,0.03530915471125518,0.031032793535845926,0.7769868584220143
5y_pre_vs_5y_post,10,26,1.498011063560353,0.7224421355833361,0.7755689279770168,4.0490698810940735,18.80632394110275,0.0006972417218795463,0.3743862646807714,1.1767515912732622
