outcome,outcome_label,primary_coef,primary_p,arkansas_2021_coef,arkansas_2021_p,arkansas_2021_delta,arkansas_2023_coef,arkansas_2023_p,arkansas_2023_delta,sign_retained,p05_retained
firearm_suicide_rate_per_100k,Firearm Suicide,1.2634148464146422,2.7233711554571292e-08,1.261452956463733,1.9094037719628734e-08,-0.001961889951,1.2768496320537768,1.3973263023654316e-08,0.013434785639,True,True
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,0.3122850219348391,0.0321960471541197,0.33340035862579787,0.02158729499686769,0.021115336691,0.32422450410612713,0.025668164165348322,0.011939482171,True,True
total_suicide_rate_per_100k,Total Suicide,1.5756998683494803,6.260658899276136e-07,1.594853315089531,2.8745533289565387e-07,0.01915344674,1.6010741361599046,2.987276154494441e-07,0.02537426781,True,True
firearm_homicide_rate_per_100k,Firearm Homicide,-0.07164825203485262,0.8455231141661929,-0.030819565210758126,0.9321810681159718,0.040828686824,-0.06559057369603849,0.8574740334628377,0.006057678339,True,False
total_firearm_rate_per_100k,Total Firearm Deaths,1.341037519067065,0.004394025156552565,1.369314690497355,0.0034100951056688436,0.02827717143,1.3526442178222668,0.003982617019825985,0.011606698755,True,True
