covariate,adopter_mean,control_unweighted_mean,control_weighted_mean,control_min,control_max,adopter_mean_outside_control_range,standardized_difference_unweighted,standardized_difference_weighted
baseline_firearm_suicide_rate,8.849343814657562,5.4351147417431624,8.01825522615504,1.7581510412055097,10.8710170124092,False,1.1743201435715371,0.2858519594696854
gun_ownership_baseline,0.47588461538461535,0.3215714285714286,0.43030588718522716,0.075,0.515,False,1.2337985500635158,0.36442101888688816
share_nonmetro_counties_2013,0.6786410552552702,0.43288521793275525,0.6372831349806924,0.0,0.7878787878787878,False,1.0206905695316542,0.17177064707645134
rep_vote_share_baseline,0.5794959847548343,0.4210889555878042,0.47155696362941035,0.2829615149892558,0.51034034903005,True,1.5503389808729853,1.0564055956858194
baseline_income_pc,36633.79258683381,39794.08630952381,36820.891290388936,30085.375,53644.0625,False,-0.6716667366183581,-0.0397646505893218
baseline_unemployment_rate,5.192069264725754,6.0825644841269835,5.5832454192654835,4.383333333333333,7.696354166666666,False,-0.8399279568433803,-0.36896300068778515
