GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
 "02000","Alaska",8,SAINC11,1,"...","All industry total ","Percent change",2.0,5.3,5.8,4.7,4.2,4.2,5.1,4.5,3.8,3.5,3.0,4.6,4.2,2.8,0.5,1.7,2.1,-2.0,0.1,2.2,1.4,-0.8,3.4,3.6,5.5,3.9
 "02000","Alaska",8,SAINC11,2,"111-81"," Private industries 2/","Percentage points",1.29,4.19,4.39,2.64,2.43,3.02,3.49,3.22,2.77,2.51,1.46,3.73,2.90,1.75,1.00,1.11,1.97,-2.57,-0.16,1.11,1.66,-0.64,3.62,3.08,4.09,2.80
 "02000","Alaska",8,SAINC11,3,"111-112","  Farm ","Percentage points",0.01,0.01,0.00,0.00,-0.03,0.01,0.00,-0.01,0.00,-0.03,0.01,0.00,0.00,0.01,-0.01,0.00,0.00,0.01,-0.01,0.00,0.00,0.00,0.02,-0.01,-0.01,0.01
 "02000","Alaska",8,SAINC11,4,"113-115","  Forestry, fishing, and related activities ","Percentage points",0.11,0.27,(D),(D),0.14,-0.05,0.15,0.11,-0.39,-0.03,0.01,0.53,-0.07,-0.04,-0.01,-0.02,0.23,-0.19,-0.02,-0.02,0.06,(D),(D),-0.03,0.24,-0.02
 "02000","Alaska",8,SAINC11,5,"21","  Mining, quarrying, and oil and gas extraction ","Percentage points",-1.04,1.13,(D),(D),-0.20,0.79,0.50,1.13,0.91,1.21,-0.16,0.31,0.70,0.21,0.23,0.49,0.00,-1.38,0.06,0.10,-0.06,-0.61,-0.08,0.48,0.45,0.36
 "02000","Alaska",8,SAINC11,6,"22","  Utilities ","Percentage points",0.00,0.02,0.10,0.09,0.02,0.03,0.02,0.03,0.03,0.07,0.05,0.04,0.07,-0.01,0.06,0.01,0.02,0.01,-0.03,0.10,0.02,0.09,0.08,-0.02,0.01,0.03
 "02000","Alaska",8,SAINC11,7,"23","  Construction ","Percentage points",0.43,0.31,0.70,0.62,0.66,0.34,0.51,0.22,0.09,0.05,0.43,0.52,0.00,0.04,-0.33,0.32,0.23,-0.60,-0.33,0.25,0.36,-0.09,-0.04,0.10,0.56,0.68
 "02000","Alaska",8,SAINC11,8,"31-33","  Manufacturing ","Percentage points",-0.04,-0.05,0.09,0.00,0.20,0.12,0.23,0.14,0.11,-0.04,-0.06,0.10,0.18,0.19,0.23,-0.03,0.17,-0.12,0.00,-0.01,0.12,(D),(D),0.25,0.19,-0.21
 "02000","Alaska",8,SAINC11,9,"321,327-339","   Durable goods manufacturing ","Percentage points",-0.01,0.01,(D),-0.01,(D),0.04,0.07,0.06,0.03,0.04,-0.04,-0.03,0.01,0.08,0.04,-0.04,0.03,-0.05,-0.02,0.00,0.01,(D),(D),0.03,0.01,0.03
 "02000","Alaska",8,SAINC11,10,"311-316,322-326","   Nondurable goods manufacturing ","Percentage points",-0.02,-0.06,(D),0.01,(D),0.08,0.16,0.08,0.07,-0.08,-0.02,0.12,0.16,0.10,0.19,0.01,0.15,-0.07,0.02,-0.01,0.11,-0.06,0.12,0.22,0.18,-0.25
