GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
 "11000","District of Columbia",2,SAINC11,1,"...","All industry total ","Percent change",16.0,11.9,13.2,10.1,9.7,18.4,11.8,8.0,12.3,6.7,3.8,13.5,9.3,1.5,3.0,9.7,9.4,8.1,5.6,7.1,2.8,3.7,10.8,6.8,8.8,8.5
 "11000","District of Columbia",2,SAINC11,2,"111-81"," Private industries 2/","Percentage points",11.68,11.17,8.56,2.76,4.34,12.46,5.73,6.35,10.00,2.14,-1.95,6.45,7.33,2.21,3.08,7.59,7.72,4.78,3.85,3.86,2.65,0.41,8.37,6.01,6.04,5.78
 "11000","District of Columbia",2,SAINC11,3,"111-112","  Farm ","Percentage points",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 "11000","District of Columbia",2,SAINC11,4,"113-115","  Forestry, fishing, and related activities ","Percentage points",0.00,0.00,(D),0.00,(D),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(D),(D),(D),0.00
 "11000","District of Columbia",2,SAINC11,5,"21","  Mining, quarrying, and oil and gas extraction ","Percentage points",0.00,0.04,(D),-0.01,(D),0.01,(D),(D),-0.03,0.06,-0.04,0.02,0.07,-0.05,0.00,0.00,-0.05,0.02,0.08,-0.05,-0.01,0.02,0.01,0.01,0.00,0.00
 "11000","District of Columbia",2,SAINC11,6,"22","  Utilities ","Percentage points",0.19,0.12,(D),-0.03,(D),0.06,0.05,0.07,0.00,0.09,0.01,-0.26,0.00,-0.04,0.10,0.04,0.07,0.00,0.18,0.30,0.05,(D),(D),-0.18,-0.22,0.00
 "11000","District of Columbia",2,SAINC11,7,"23","  Construction ","Percentage points",0.18,0.37,0.11,0.35,0.21,0.19,(D),(D),0.08,0.12,-0.27,0.08,0.33,0.57,0.11,0.11,-0.06,-0.08,(D),(D),0.16,-0.14,-0.02,0.04,0.04,0.03
 "11000","District of Columbia",2,SAINC11,8,"31-33","  Manufacturing ","Percentage points",-0.01,0.12,-0.04,(D),(D),0.20,-0.31,-0.04,-0.03,0.24,0.03,0.12,0.01,-0.02,0.03,0.00,0.03,0.01,(D),(D),-0.01,(D),0.04,(D),(D),0.01
 "11000","District of Columbia",2,SAINC11,9,"321,327-339","   Durable goods manufacturing ","Percentage points",-0.05,0.11,-0.01,(D),(D),0.18,-0.29,0.01,-0.05,0.26,0.05,0.13,0.00,0.00,0.01,0.00,0.02,0.04,(D),(D),-0.02,(D),0.03,-0.02,(D),0.01
 "11000","District of Columbia",2,SAINC11,10,"311-316,322-326","   Nondurable goods manufacturing ","Percentage points",0.04,0.01,-0.04,(D),(D),0.02,-0.01,-0.04,0.02,-0.02,-0.02,-0.01,0.01,-0.02,0.02,0.01,0.01,-0.03,(D),(D),0.02,0.00,0.02,(D),0.01,0.00
 "11000","District of Columbia",2,SAINC11,11,"42","  Wholesale trade ","Percentage points",0.23,0.00,-0.02,-0.01,0.24,0.07,0.12,0.06,0.14,0.04,-0.05,0.11,0.06,0.16,0.01,0.10,0.02,-0.02,0.04,-0.01,0.20,0.11,0.08,0.16,0.19,0.17
 "11000","District of Columbia",2,SAINC11,12,"44-45","  Retail trade ","Percentage points",0.14,0.07,-0.04,0.06,0.11,0.13,0.07,0.17,-0.01,-0.06,-0.04,0.22,0.06,0.06,0.04,0.12,0.15,0.13,0.05,0.11,0.06,-0.07,-0.02,0.08,0.15,0.11
 "11000","District of Columbia",2,SAINC11,13,"48-49","  Transportation and warehousing ","Percentage points",0.15,0.08,(D),-0.21,(D),0.00,-0.01,0.01,0.09,0.08,-0.04,0.10,0.13,0.02,-0.14,0.09,0.37,-0.04,0.05,-0.19,0.01,-0.15,0.08,0.07,0.16,0.00
 "11000","District of Columbia",2,SAINC11,14,"51","  Information ","Percentage points",1.21,0.35,(D),(D),0.39,0.38,0.43,-0.21,0.30,-0.38,-0.37,-0.09,0.30,-0.34,0.33,0.06,-0.06,0.04,0.47,0.56,0.30,0.89,1.08,-0.27,0.17,0.73
 "11000","District of Columbia",2,SAINC11,15,"52","  Finance and insurance ","Percentage points",1.79,2.06,1.05,-2.05,-0.77,2.10,-0.15,-0.08,1.33,-2.37,-0.17,1.37,0.78,0.28,0.31,-0.56,0.46,0.56,0.36,-0.05,0.40,0.64,0.20,0.60,0.13,0.41
 "11000","District of Columbia",2,SAINC11,16,"53","  Real estate and rental and leasing ","Percentage points",0.39,0.31,0.06,0.09,0.20,0.68,0.08,-0.10,-0.83,-4.39,0.31,1.39,0.21,-1.63,0.36,2.13,1.99,0.39,-0.04,-0.65,-1.06,-0.12,1.79,-0.28,0.28,0.27
 "11000","District of Columbia",2,SAINC11,17,"54","  Professional, scientific, and technical services ","Percentage points",4.30,3.40,3.59,1.56,2.12,5.13,3.12,3.56,5.28,6.15,-2.30,0.85,3.04,1.49,-0.12,2.65,2.37,2.46,0.82,1.27,0.66,1.00,2.68,2.65,2.06,1.69
 "11000","District of Columbia",2,SAINC11,18,"55","  Management of companies and enterprises ","Percentage points",0.04,0.40,0.11,-0.10,-0.37,-0.07,0.09,0.18,0.29,-0.16,0.04,0.29,-0.17,0.07,-0.05,0.25,0.32,-0.21,0.13,0.09,0.09,0.20,-0.02,0.20,-0.07,0.12
 "11000","District of Columbia",2,SAINC11,19,"56","  Administrative and support and waste management and remediation services ","Percentage points",0.47,1.01,0.17,0.11,0.43,0.35,0.62,0.45,0.49,0.27,-0.23,0.32,0.77,0.12,0.19,0.23,0.30,-0.09,0.18,-0.01,0.24,-0.01,0.28,0.74,0.42,0.09
 "11000","District of Columbia",2,SAINC11,20,"61","  Educational services ","Percentage points",0.36,-0.04,-0.14,0.75,0.75,0.68,0.07,0.38,0.39,0.45,0.54,0.21,0.36,0.18,0.65,0.49,0.15,0.34,-0.10,0.27,0.20,0.10,-0.06,0.30,0.41,0.35
 "11000","District of Columbia",2,SAINC11,21,"62","  Health care and social assistance ","Percentage points",0.44,0.84,1.19,0.79,0.56,0.69,0.31,0.48,0.85,0.55,0.46,0.92,0.49,0.09,0.32,0.63,0.48,0.42,0.31,0.44,0.34,0.42,0.39,0.47,0.70,0.64
 "11000","District of Columbia",2,SAINC11,22,"71","  Arts, entertainment, and recreation ","Percentage points",0.17,0.22,0.46,0.10,0.02,0.20,0.00,-0.05,-0.06,0.12,-0.04,0.25,-0.32,0.28,-0.05,0.19,0.03,0.05,0.28,0.12,0.02,-0.59,0.32,0.17,0.39,0.10
 "11000","District of Columbia",2,SAINC11,23,"72","  Accommodation and food services ","Percentage points",0.56,0.76,(D),(D),0.17,0.40,0.32,0.18,0.39,0.06,0.00,0.30,0.32,0.39,0.41,0.31,0.39,0.19,0.23,0.51,0.50,-2.54,1.66,0.64,0.64,0.39
 "11000","District of Columbia",2,SAINC11,24,"81","  Other services (except government and government enterprises) ","Percentage points",1.05,1.07,1.13,1.27,-0.04,1.25,0.84,1.10,1.32,1.24,0.21,0.24,0.90,0.57,0.56,0.74,0.77,0.63,0.48,1.02,0.49,0.45,-0.08,0.62,0.58,0.67
 "11000","District of Columbia",2,SAINC11,25,"..."," Government and government enterprises ","Percentage points",4.27,0.68,4.64,7.38,5.39,5.90,6.04,1.66,2.30,4.59,5.71,7.08,2.01,-0.71,-0.08,2.08,1.71,3.36,1.78,3.28,0.14,3.30,2.46,0.77,2.79,2.74
 "11000","District of Columbia",2,SAINC11,26,"...","  Federal civilian ","Percentage points",4.20,0.43,3.93,6.26,4.67,5.18,4.14,2.29,1.96,3.73,5.18,6.51,2.33,-0.25,-0.32,1.90,1.41,2.79,1.37,2.40,0.25,2.33,2.37,0.37,1.96,2.57
 "11000","District of Columbia",2,SAINC11,27,"...","  Military ","Percentage points",0.14,0.34,0.36,0.60,0.70,0.45,0.42,0.00,0.03,0.20,0.16,0.20,-0.33,-0.77,-0.08,-0.06,-0.06,0.15,0.05,-0.07,0.02,0.13,0.30,0.09,0.18,0.11
 "11000","District of Columbia",2,SAINC11,28,"...","  State and local ","Percentage points",-0.06,-0.09,0.35,0.52,0.02,0.27,1.49,-0.64,0.32,0.66,0.37,0.37,0.01,0.31,0.32,0.25,0.37,0.42,0.36,0.95,-0.13,0.84,-0.21,0.31,0.66,0.05
"Note: See the included footnote file."
"SAINC11: Contributions of earnings to percent change in personal income by industry 1."
"Last updated: September 26, 2025-- revised statistics for 2020-2024."
"U.S. Bureau of Economic Analysis"
