GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
 "08000","Colorado",7,SAINC11,1,"...","All industry total ","Percent change",7.8,9.5,3.9,0.2,1.0,3.2,4.7,5.1,3.8,1.7,-4.1,1.8,4.3,3.9,5.7,5.8,1.9,0.5,5.5,5.8,4.8,2.0,7.4,7.5,3.6,3.0
 "08000","Colorado",7,SAINC11,2,"111-81"," Private industries 2/","Percentage points",7.01,8.69,2.89,-0.80,0.37,2.63,3.97,4.66,3.24,0.89,-4.71,1.36,4.23,3.79,5.34,5.30,1.36,-0.03,5.09,5.19,4.33,1.57,6.88,7.00,2.78,2.20
 "08000","Colorado",7,SAINC11,3,"111-112","  Farm ","Percentage points",0.11,-0.12,0.20,-0.23,0.03,0.13,0.10,-0.17,0.16,-0.10,-0.07,0.13,0.15,-0.03,0.05,0.03,0.07,-0.11,-0.11,-0.02,0.05,-0.03,0.10,0.01,-0.01,-0.07
 "08000","Colorado",7,SAINC11,4,"113-115","  Forestry, fishing, and related activities ","Percentage points",0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,-0.01,0.00,0.01,0.02,0.00,0.02,0.01,0.00,0.01,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.02,0.00
 "08000","Colorado",7,SAINC11,5,"21","  Mining, quarrying, and oil and gas extraction ","Percentage points",0.01,0.11,0.33,-0.09,0.10,0.22,0.69,0.49,0.06,1.90,-1.50,0.71,1.44,0.40,0.69,0.36,-1.90,-0.86,2.04,0.37,0.05,-0.80,1.13,1.50,-1.26,-0.09
 "08000","Colorado",7,SAINC11,6,"22","  Utilities ","Percentage points",0.02,0.02,0.13,0.00,0.03,0.11,-0.01,0.19,-0.18,0.06,-0.07,0.04,0.02,-0.02,-0.02,0.08,0.03,-0.05,-0.01,0.03,0.10,0.09,0.12,-0.11,0.02,0.01
 "08000","Colorado",7,SAINC11,7,"23","  Construction ","Percentage points",1.05,1.13,0.41,-0.03,-0.27,0.11,0.41,0.55,0.01,-0.30,-0.95,-0.67,0.06,0.21,0.82,0.84,0.47,0.37,0.51,0.50,0.46,0.09,0.24,0.45,0.20,0.25
 "08000","Colorado",7,SAINC11,8,"31-33","  Manufacturing ","Percentage points",0.42,0.58,0.15,-0.32,-0.30,0.15,0.16,0.15,0.07,0.02,-0.51,-0.06,0.22,0.28,0.11,0.27,0.24,0.03,0.28,0.15,0.37,0.09,0.24,0.16,0.07,0.11
 "08000","Colorado",7,SAINC11,9,"321,327-339","   Durable goods manufacturing ","Percentage points",0.37,0.43,0.07,-0.26,-0.32,0.13,0.10,0.09,0.05,-0.04,-0.37,-0.02,0.07,0.27,0.05,0.08,0.17,0.04,0.26,0.03,0.22,0.07,0.09,0.09,0.05,0.08
 "08000","Colorado",7,SAINC11,10,"311-316,322-326","   Nondurable goods manufacturing ","Percentage points",0.06,0.15,0.08,-0.05,0.02,0.02,0.07,0.05,0.01,0.06,-0.13,-0.05,0.14,0.00,0.07,0.18,0.07,-0.01,0.02,0.12,0.15,0.02,0.15,0.07,0.02,0.04
 "08000","Colorado",7,SAINC11,11,"42","  Wholesale trade ","Percentage points",0.22,0.74,0.12,-0.14,-0.01,0.13,0.25,0.35,0.38,0.13,-0.32,0.05,0.20,0.23,0.16,0.25,0.18,0.02,0.24,0.18,0.23,0.08,0.27,0.31,0.21,0.10
 "08000","Colorado",7,SAINC11,12,"44-45","  Retail trade ","Percentage points",0.46,0.42,0.04,0.07,0.04,0.20,0.21,0.19,0.11,-0.08,-0.13,0.09,0.06,0.17,0.11,0.20,0.26,0.17,0.13,0.21,0.19,0.27,0.23,0.20,0.16,0.08
 "08000","Colorado",7,SAINC11,13,"48-49","  Transportation and warehousing ","Percentage points",0.07,0.28,0.07,-0.05,0.23,0.21,0.01,0.01,0.24,-0.17,-0.08,-0.01,0.14,0.29,1.23,0.39,0.40,-0.62,0.12,0.41,-0.25,0.19,0.19,0.29,0.30,0.00
 "08000","Colorado",7,SAINC11,14,"51","  Information ","Percentage points",1.00,1.31,-0.13,-0.57,-0.22,-0.55,-0.12,0.25,0.24,0.01,-0.20,-0.17,0.11,0.02,0.02,0.16,-0.93,-0.54,-0.38,1.30,0.47,0.61,0.20,0.30,0.17,0.16
 "08000","Colorado",7,SAINC11,15,"52","  Finance and insurance ","Percentage points",0.57,0.55,0.57,-0.08,0.03,0.36,0.42,0.27,0.08,-0.03,-0.19,0.07,0.19,0.31,0.25,0.13,0.28,0.28,0.25,0.25,0.12,0.30,0.33,0.26,0.13,0.19
 "08000","Colorado",7,SAINC11,16,"53","  Real estate and rental and leasing ","Percentage points",0.48,0.28,0.29,0.08,-0.08,-0.29,-0.42,0.16,0.04,-1.63,-0.55,0.39,0.34,0.00,0.67,0.55,0.38,0.32,0.13,0.10,0.52,0.54,0.56,0.78,0.70,0.08
 "08000","Colorado",7,SAINC11,17,"54","  Professional, scientific, and technical services ","Percentage points",1.03,1.35,0.28,-0.33,0.01,0.57,0.86,0.92,0.90,0.63,-0.29,0.18,0.50,0.44,0.51,0.63,0.54,0.27,0.62,0.77,0.92,0.36,1.39,1.14,0.96,0.58
 "08000","Colorado",7,SAINC11,18,"55","  Management of companies and enterprises ","Percentage points",0.27,0.35,-0.12,-0.02,0.22,0.33,0.26,0.24,0.22,-0.06,0.19,0.06,0.12,0.34,-0.15,0.21,0.19,-0.15,0.42,-0.05,0.25,-0.01,0.18,0.11,0.08,0.19
 "08000","Colorado",7,SAINC11,19,"56","  Administrative and support and waste management and remediation services ","Percentage points",0.38,0.43,0.07,-0.02,0.09,0.24,0.22,0.25,0.25,0.01,-0.23,0.09,0.13,0.28,0.05,0.21,0.12,0.09,0.23,0.21,0.19,-0.01,0.22,0.35,0.07,0.01
 "08000","Colorado",7,SAINC11,20,"61","  Educational services ","Percentage points",0.08,0.09,0.06,0.05,0.05,0.08,0.05,0.07,0.07,0.04,0.05,0.07,0.03,0.08,0.03,0.07,0.02,0.05,0.02,0.06,0.06,0.04,0.08,0.08,0.03,0.01
 "08000","Colorado",7,SAINC11,21,"62","  Health care and social assistance ","Percentage points",0.20,0.49,0.57,0.50,0.30,0.42,0.28,0.35,0.43,0.46,0.36,0.35,0.23,0.31,0.22,0.37,0.46,0.36,0.24,0.35,0.30,0.37,0.36,0.39,0.43,0.37
 "08000","Colorado",7,SAINC11,22,"71","  Arts, entertainment, and recreation ","Percentage points",0.11,0.14,0.03,0.06,-0.05,-0.14,0.13,0.04,0.05,0.06,-0.01,-0.08,0.02,0.05,0.31,0.21,0.13,0.08,0.03,0.03,-0.05,-0.23,0.12,0.19,0.17,0.05
 "08000","Colorado",7,SAINC11,23,"72","  Accommodation and food services ","Percentage points",0.23,0.26,-0.08,0.05,0.05,0.23,0.27,0.18,0.09,0.02,-0.20,0.03,0.19,0.21,0.18,0.15,0.26,0.16,0.19,0.18,0.20,-0.40,0.75,0.36,0.18,0.00
 "08000","Colorado",7,SAINC11,24,"81","  Other services (except government and government enterprises) ","Percentage points",0.28,0.26,-0.12,0.27,0.11,0.11,0.20,0.18,0.03,-0.06,-0.04,0.10,0.09,0.21,0.10,0.19,0.15,0.11,0.12,0.18,0.13,0.01,0.16,0.23,0.15,0.16
