GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
 "15000","Hawaii",8,SAINC11,21,"62","  Health care and social assistance ","Percentage points",0.16,0.41,0.53,0.37,0.40,0.46,0.44,0.33,0.37,0.47,0.25,0.31,0.22,0.13,0.32,0.25,0.43,0.28,0.36,0.38,0.37,0.46,0.28,0.28,0.52,0.41
 "15000","Hawaii",8,SAINC11,22,"71","  Arts, entertainment, and recreation ","Percentage points",0.03,0.08,0.04,0.06,0.03,-0.03,-0.05,0.01,0.17,0.09,-0.01,-0.04,-0.01,0.06,0.14,0.08,-0.04,0.00,0.09,0.07,0.09,-0.31,0.21,0.19,0.10,0.07
 "15000","Hawaii",8,SAINC11,23,"72","  Accommodation and food services ","Percentage points",0.15,0.52,-0.31,0.12,0.53,1.21,0.91,0.23,-0.20,-0.84,-0.57,0.27,0.50,0.59,0.44,0.08,0.42,0.35,0.55,0.74,0.50,-3.24,2.10,0.82,0.67,0.28
 "15000","Hawaii",8,SAINC11,24,"81","  Other services (except government and government enterprises) ","Percentage points",0.19,0.27,-0.08,0.31,0.02,0.12,0.25,0.32,-0.05,-0.14,-0.06,0.22,0.11,0.10,0.04,0.16,0.11,0.11,0.12,0.16,0.11,-0.26,0.16,0.23,0.18,0.18
 "15000","Hawaii",8,SAINC11,25,"..."," Government and government enterprises ","Percentage points",1.05,0.65,1.07,2.07,1.74,1.57,1.52,1.39,1.25,1.28,0.79,0.57,1.00,0.36,0.00,1.16,0.61,0.59,0.10,0.13,0.42,0.79,0.59,0.00,1.24,1.38
 "15000","Hawaii",8,SAINC11,26,"...","  Federal civilian ","Percentage points",0.14,0.42,0.08,0.50,0.44,0.22,0.26,0.21,0.29,0.13,0.32,0.50,0.35,0.11,-0.26,0.17,0.15,0.17,0.13,0.18,0.19,0.24,0.20,0.19,0.36,0.27
 "15000","Hawaii",8,SAINC11,27,"...","  Military ","Percentage points",0.04,0.24,0.52,0.70,0.82,0.72,0.68,0.59,0.49,0.63,0.36,0.39,0.31,0.14,-0.22,0.05,0.22,0.02,-0.15,-0.43,-0.11,0.20,0.47,-0.03,0.48,0.48
 "15000","Hawaii",8,SAINC11,28,"...","  State and local ","Percentage points",0.88,-0.01,0.47,0.88,0.48,0.63,0.58,0.59,0.47,0.52,0.10,-0.32,0.34,0.11,0.48,0.94,0.24,0.40,0.13,0.37,0.34,0.35,-0.08,-0.15,0.40,0.64
"Note: See the included footnote file."
"SAINC11: Contributions of earnings to percent change in personal income by industry 1."
"Last updated: September 26, 2025-- revised statistics for 2020-2024."
"U.S. Bureau of Economic Analysis"
