State,State Code,Year,cancer_deaths,cancer_population,cancer_rate_per_100k,cardiovascular_deaths,cardiovascular_population,cardiovascular_rate_per_100k,motor_vehicle_deaths,motor_vehicle_population,motor_vehicle_rate_per_100k
Illinois,17,2001,24778,12488445,198.40740780777747,40866,12488445,327.2304918666816,1585,12488445,12.69173223728014
Illinois,17,2002,24737,12525556,197.49223108339464,40663,12525556,324.6402794414875,1579,12525556,12.60622682138821
Illinois,17,2003,24464,12556006,194.8390276334688,39437,12556006,314.0887317193063,1510,12556006,12.026117222307795
Illinois,17,2004,24289,12589773,192.92643322480873,37476,12589773,297.670180391656,1513,12589773,12.017690867023576
Illinois,17,2005,24250,12609903,192.3091716090124,37198,12609903,294.99037383554816,1469,12609903,11.649574148191306
Illinois,17,2006,24084,12643955,190.47837484394717,35372,12643955,279.75423829015523,1416,12643955,11.199027519474722
Illinois,17,2007,24115,12695866,189.9437186876421,33974,12695866,267.5989176319284,1375,12695866,10.830297043147745
Illinois,17,2008,24300,12747038,190.63252184546715,34181,12747038,268.14856910287705,1159,12747038,9.092308346456644
Illinois,17,2009,24185,12796778,188.99288555291028,32349,12796778,252.7901945317798,1074,12796778,8.392737609420122
Illinois,17,2010,24070,12830632,187.59792970447597,32443,12830632,252.85582191118877,1033,12830632,8.05104534211565
Illinois,17,2011,24007,12869257,186.54534601337124,32648,12869257,253.68985948450634,1063,12869257,8.25999511859931
Illinois,17,2012,24562,12875255,190.76903719576816,32158,12875255,249.76592696610672,1114,12875255,8.652255819399304
Illinois,17,2013,24491,12882135,190.11600173418458,32406,12882135,251.55768046212836,1118,12882135,8.678685637124593
Illinois,17,2014,24501,12880580,190.21658962562245,32889,12880580,255.33788074760608,1065,12880580,8.26826121183984
Illinois,17,2015,24713,12859995,192.16959260093023,33832,12859995,263.0794179935529,1108,12859995,8.615866491394437
Illinois,17,2016,24389,12801539,190.51615590906687,33087,12801539,258.46111158978624,1177,12801539,9.194207040262894
Illinois,17,2017,24150,12802023,188.64206071181096,34019,12802023,265.7314394764015,1232,12802023,9.623479039211224
Illinois,17,2018,23885,12741080,187.46448495731914,34112,12741080,267.7324057301265,1195,12741080,9.379110719028528
Illinois,17,2019,23902,12671821,188.6232452305,34322,12671821,270.85294213041675,1150,12671821,9.075254456324785
Illinois,17,2020,24015,12587530,190.78405374207648,36978,12587530,293.76692647405804,1318,12587530,10.470680109600535
Illinois,17,2021,23609,12671469,186.31620374875243,35672,12671469,281.5143216623108,1473,12671469,11.624540138163933
Illinois,17,2022,23456,12582032,186.42457752452069,36227,12582032,287.9264652959077,1352,12582032,10.745482128800818
Illinois,17,2023,23473,12549689,187.04049160102693,35161,12549689,280.17427364136273,1345,12549689,10.717397060596483
Illinois,17,2024,23456,12710158,184.54530620311724,34966,12710158,275.10279573235835,1295,12710158,10.188701037390723
Indiana,18,1999,12898,6044969,213.36751272008178,22165,6044969,366.6685470181898,988,6044969,16.344169837760955
Indiana,18,2000,12842,6080485,211.2002578741663,21837,6080485,359.132536302614,918,6080485,15.09747988852863
Indiana,18,2001,12831,6127760,209.39135997493375,21037,6127760,343.30652636526236,970,6127760,15.829601681527999
Indiana,18,2002,12865,6155967,208.98422619874341,20647,6155967,335.3981592169029,963,6155967,15.643358711961907
Indiana,18,2003,12933,6196638,208.70994884645512,20600,6196638,332.4383318825466,948,6196638,15.298618379837583
Indiana,18,2004,12552,6233007,201.37952676773824,19576,6233007,314.06991841979317,1006,6233007,16.139882403469144
Indiana,18,2005,12796,6278616,203.80287630267563,19408,6278616,309.11270891546803,975,6278616,15.528899999617751
Indiana,18,2006,12903,6332669,203.75295155960308,19067,6332669,301.0894774383439,954,6332669,15.064738106476117
Indiana,18,2007,12778,6379599,200.29472071833982,18141,6379599,284.3595655463611,942,6379599,14.765818353159816
Indiana,18,2008,13137,6424806,204.473100043799,18196,6424806,283.2147772244018,870,6424806,13.541264903562848
Indiana,18,2009,13093,6459325,202.69919844565803,17811,6459325,275.7408862381131,714,6459325,11.053786579867092
Indiana,18,2010,13164,6483802,203.02902525400992,17796,6483802,274.46859111367064,768,6483802,11.84490211144634
Indiana,18,2011,13180,6516922,202.24271519591613,17751,6516922,272.38318948730705,762,6516922,11.692636493117456
Indiana,18,2012,13368,6537334,204.48702789240997,18030,6537334,275.80050216189045,799,6537334,12.222107666519715
Indiana,18,2013,13258,6570902,201.7683416979891,18178,6570902,276.6439067269608,828,6570902,12.601009724387914
Indiana,18,2014,13519,6596855,204.93098605320262,18204,6596855,275.949676019861,763,6596855,11.566117490834648
Indiana,18,2015,13511,6619680,204.10352162038046,18291,6619680,276.31245014864766,854,6619680,12.900925724506319
Indiana,18,2016,13424,6633053,202.38041215711678,18408,6633053,277.519266015212,846,6633053,12.754307857935101
Indiana,18,2017,13462,6666818,201.92541629305015,19093,6666818,286.38849898107316,917,6666818,13.754687768587653
Indiana,18,2018,13479,6691878,201.4232775911336,19118,6691878,285.6896076108979,870,6691878,13.000834743251446
Indiana,18,2019,13515,6732219,200.75104508632296,19413,6732219,288.359603274938,872,6732219,12.952638647079068
Indiana,18,2020,13664,6754953,202.28120018007527,20084,6754953,297.3225720445427,952,6754953,14.093362307628196
Indiana,18,2021,13983,6805985,205.45152538537772,20186,6805985,296.5918966909272,999,6805985,14.678257445468953
Indiana,18,2022,13873,6833037,203.02831669139215,20350,6833037,297.8177931716161,1012,6833037,14.810398363129014
Indiana,18,2023,13907,6862199,202.66098374588088,20083,6862199,292.66128831297374,976,6862199,14.222846058530218
Indiana,18,2024,13825,6924275,199.6598921908792,20329,6924275,293.5903036780024,914,6924275,13.199937899635703
Iowa,19,1999,6346,2917634,217.50500576837257,11921,2917634,408.58449003541915,529,2917634,18.13112953852334
Iowa,19,2000,6448,2926324,220.34470550766082,11602,2926324,396.4701106234306,474,2926324,16.197796279564397
Iowa,19,2001,6404,2931997,218.41768596625442,11334,2931997,386.56246919761514,447,2931997,15.24558176560208
Iowa,19,2002,6473,2934234,220.60271948317686,11213,2934234,382.14402804956933,426,2934234,14.518269504068183
Iowa,19,2003,6469,2941999,219.88450709874476,10800,2941999,367.0973375585784,458,2941999,15.567646352021194
Iowa,19,2004,6340,2953635,214.65076084214874,10097,2953635,341.84995776390787,418,2953635,14.152053317353024
Iowa,19,2005,6453,2964454,217.6792083803628,10263,2964454,346.2020324822041,468,2964454,15.787055558966339
Iowa,19,2006,6359,2982644,213.20010031368142,9639,2982644,323.1696441144166,457,2982644,15.321976072236579
Iowa,19,2007,6376,2999212,212.58917342288575,9288,2999212,309.68134296608577,459,2999212,15.304019855882144
Iowa,19,2008,6424,3016734,212.94552320489643,9733,3016734,322.63368265150325,440,3016734,14.58530980855455
Iowa,19,2009,6249,3032870,206.04246143092183,9313,3032870,307.0688819501001,383,3032870,12.628302564897275
Iowa,19,2010,6358,3046355,208.7084400865953,9195,3046355,301.83612875058884,400,3046355,13.130446057665639
Iowa,19,2011,6481,3062309,211.63768907709834,8906,3062309,290.8263013301401,402,3062309,13.127349330194962
Iowa,19,2012,6438,3074186,209.42129070915033,9148,3074186,297.5747075811288,364,3074186,11.84053274590412
Iowa,19,2013,6509,3090416,210.61889402591754,9126,3090416,295.30005021977627,346,3090416,11.195903722993927
Iowa,19,2014,6504,3107126,209.3252735807946,8786,3107126,282.7693501969344,340,3107126,10.942588102317062
Iowa,19,2015,6513,3123899,208.48945500478732,8973,3123899,287.23719941009614,352,3123899,11.26796993116615
Iowa,19,2016,6432,3134693,205.18755744182923,9029,3134693,288.0345858430156,431,3134693,13.749352807436008
Iowa,19,2017,6449,3145711,205.00929678536903,9342,3145711,296.9757870319301,396,3145711,12.58856900713384
Iowa,19,2018,6427,3156145,203.6344971476279,9427,3156145,298.68716424625615,361,3156145,11.438004274201596
Iowa,19,2019,6335,3155070,200.78793814400316,9657,3155070,306.0787874753967,367,3155070,11.632071554672322
Iowa,19,2020,6304,3163561,199.2691147728778,9733,3163561,307.6596278687214,366,3163561,11.569241117841571
Iowa,19,2021,6258,3193079,195.98638179637896,9962,3193079,311.9872699673262,372,3193079,11.65019719211457
Iowa,19,2022,6285,3200517,196.37452324108887,10045,3200517,313.8555427138803,385,3200517,12.029306515166143
Iowa,19,2023,6409,3207004,199.84384179127932,9970,3207004,310.8820568979646,417,3207004,13.002790143074344
Iowa,19,2024,6606,3241488,203.7952940131199,9964,3241488,307.3896926349874,391,3241488,12.062361483368132
Kansas,20,1999,5334,2678338,199.15335555109175,9666,2678338,360.8954508355555,570,2678338,21.281854642692597
Kansas,20,2000,5223,2688418,194.2778243561827,9618,2688418,357.75686667772646,495,2688418,18.41231534679503
Kansas,20,2001,5448,2702162,201.61633536405293,9350,2702162,346.01922460607466,539,2702162,19.946990594938423
Kansas,20,2002,5362,2713535,197.60202098001315,9371,2713535,345.34288299211175,563,2713535,20.747843679923054
Kansas,20,2003,5332,2723004,195.81315341439088,9070,2723004,333.0880160293558,494,2723004,18.141728767199755
Kansas,20,2004,5312,2734373,194.26757066428024,8433,2734373,308.4070827206091,500,2734373,18.285727660417944
Kansas,20,2005,5428,2745299,197.71981121182066,8369,2745299,304.84839720555027,498,2745299,18.140100586493492
Kansas,20,2006,5343,2762931,193.38159367714937,8135,2762931,294.4337010225735,491,2762931,17.770983061104314
Kansas,20,2007,5406,2783785,194.19603166192792,8020,2783785,288.0969615110362,447,2783785,16.05727453808394
Kansas,20,2008,5294,2808076,188.52766093225395,7981,2808076,284.215954269044,421,2808076,14.992471713728547
Kansas,20,2009,5319,2832704,187.7711190438535,7407,2832704,261.4816090915253,416,2832704,14.685614875398207
Kansas,20,2010,5377,2853118,188.46048428421116,7582,2853118,265.74435407158063,482,2853118,16.893798293656275
Kansas,20,2011,5440,2871238,189.4653107823176,7392,2871238,257.44992229832565,419,2871238,14.593008312093948
Kansas,20,2012,5429,2885905,188.12123060183893,7569,2885905,262.2747457036874,413,2885905,14.31093539115113
Kansas,20,2013,5379,2893957,185.87007339777335,7533,2893957,260.3010341895197,378,2893957,13.061700640334324
Kansas,20,2014,5587,2904021,192.38841592398953,7698,2904021,265.08072772201024,381,2904021,13.119739836592089
Kansas,20,2015,5604,2911641,192.46878306769275,7937,2911641,272.59541955893604,398,2911641,13.669267605449985
Kansas,20,2016,5484,2907289,188.62933819100886,7897,2907289,271.62762284726426,432,2907289,14.859203883755624
Kansas,20,2017,5494,2913123,188.59485164203502,7970,2913123,273.5895463391007,461,2913123,15.82494113705463
Kansas,20,2018,5607,2911505,192.5808130159488,7975,2911505,273.91331974356905,409,2911505,14.047717589356706
Kansas,20,2019,5619,2913314,192.87313348303684,8037,2913314,275.87139594290215,404,2913314,13.867368913889818
Kansas,20,2020,5538,2913805,190.06076247381,8334,2913805,286.0177671463945,427,2913805,14.654378038338187
Kansas,20,2021,5455,2934582,185.8867804682234,8447,2934582,287.8433793978154,470,2934582,16.015909591212647
Kansas,20,2022,5512,2937150,187.6649132662615,8651,2937150,294.5372214561735,457,2937150,15.559300682634527
Kansas,20,2023,5567,2940546,189.31858233130853,8378,2940546,284.9130739665355,415,2940546,14.11302526809647
Kansas,20,2024,5773,2970606,194.3374516849424,8225,2970606,276.87953232438093,382,2970606,12.859329039260002
Kentucky,21,1999,8925,4018053,222.12250560159362,15703,4018053,390.81117148031643,814,4018053,20.258568017893243
Kentucky,21,2000,9207,4041769,227.7962941474389,15448,4041769,382.20887932981816,832,4041769,20.585045805438163
Kentucky,21,2001,9358,4068132,230.0318672058822,15187,4068132,373.31630340411766,861,4068132,21.16450498656386
Kentucky,21,2002,9438,4089875,230.76499893028517,15062,4089875,368.2753140377151,923,4089875,22.567926892631192
Kentucky,21,2003,9378,4117170,227.77781825865824,14658,4117170,356.0212476045439,940,4117170,22.83121658809328
Kentucky,21,2004,9159,4146101,220.9063406800751,13707,4146101,330.5997610767321,992,4146101,23.92609345503161
Kentucky,21,2005,9505,4182742,227.24327725688076,13879,4182742,331.81582799034703,1003,4182742,23.979485227632974
Kentucky,21,2006,9394,4219239,222.6467853563166,13471,4219239,319.27558500478403,932,4219239,22.08929145753535
Kentucky,21,2007,9692,4256672,227.68961291826105,12900,4256672,303.0536531825802,853,4256672,20.039129160057435
Kentucky,21,2008,9589,4289878,223.52617020810385,13018,4289878,303.4585132724054,871,4289878,20.303607701664244
Kentucky,21,2009,9634,4317074,223.1604091104299,12614,4317074,292.1886444383395,823,4317074,19.063838145929395
Kentucky,21,2010,9930,4339367,228.83521951473566,12474,4339367,287.461281795248,821,4339367,18.919810193514397
Kentucky,21,2011,9733,4369356,222.755939319204,12777,4369356,292.42295660962395,757,4369356,17.325207650738463
Kentucky,21,2012,10012,4380415,228.56281881967803,12931,4380415,295.20034060699726,812,4380415,18.537056420453315
Kentucky,21,2013,10085,4395295,229.44990040486474,12769,4395295,290.5151986385442,696,4395295,15.835114594128495
Kentucky,21,2014,10263,4413457,232.53880121637073,12897,4413457,292.21990833942647,716,4413457,16.223110364505647
Kentucky,21,2015,10312,4425092,233.0347030073047,13030,4425092,294.4571547890982,831,4425092,18.77927057787725
Kentucky,21,2016,10363,4436974,233.5600794595596,13403,4436974,302.07524317248647,874,4436974,19.698109567466478
Kentucky,21,2017,10145,4454189,227.76312365730328,13271,4454189,297.9442497837429,831,4454189,18.656594949159096
Kentucky,21,2018,10135,4468402,226.81486580661274,13704,4468402,306.6868200309641,774,4468402,17.32162862696776
Kentucky,21,2019,9975,4467673,223.2705929910269,13845,4467673,309.8928681664929,766,4467673,17.145390900363566
Kentucky,21,2020,10181,4477251,227.3939968967565,14527,4477251,324.4624882545115,858,4477251,19.16354477334418
Kentucky,21,2021,10250,4509394,227.3032695745814,15088,4509394,334.59041281378387,820,4509394,18.184261565966512
Kentucky,21,2022,10300,4512310,228.2644587805359,15092,4512310,334.4628361083347,786,4512310,17.419015980728272
Kentucky,21,2023,10617,4526154,234.57001242114163,14174,4526154,313.1577051951834,881,4526154,19.464649236415728
Kentucky,21,2024,10528,4588372,229.44957383577443,14527,4588372,316.60466936856903,733,4588372,15.97516504764653
Louisiana,22,1999,9412,4460811,210.99302346591236,15658,4460811,351.0124055917187,976,4460811,21.87942954767642
Louisiana,22,2000,9400,4468976,210.3390127850317,15102,4468976,337.92976288080314,1014,4468976,22.689761591917254
Louisiana,22,2001,9517,4477875,212.53384696982386,15070,4477875,336.5435613991011,990,4477875,22.108701113809566
Louisiana,22,2002,9441,4497267,209.92749596588328,14779,4497267,328.6218051985795,959,4497267,21.324061924720056
Louisiana,22,2003,9533,4521042,210.85847023761335,15103,4521042,334.0601569284249,961,4521042,21.256161743244146
Louisiana,22,2004,9434,4552238,207.2387252160366,14312,4552238,314.394809761704,1022,4552238,22.450495778120562
Louisiana,22,2005,9249,4576628,202.0920205880836,14512,4576628,317.08935049997507,1029,4576628,22.483802485148455
Louisiana,22,2006,8853,4302665,205.75619993655096,13120,4302665,304.92729506015456,1017,4302665,23.636513649098873
Louisiana,22,2007,8736,4375581,199.65348601705693,13002,4375581,297.14911002675984,1036,4375581,23.67685571356124
Louisiana,22,2008,9197,4435586,207.34577122391494,13269,4435586,299.14874832772944,926,4435586,20.876610215651326
Louisiana,22,2009,9098,4491648,202.55371747741586,13011,4491648,289.67096263999315,853,4491648,18.990802484967656
Louisiana,22,2010,9203,4533372,203.00562142264081,13109,4533372,289.1666512256219,718,4533372,15.838100204439433
Louisiana,22,2011,9233,4574836,201.82144234241403,12655,4574836,276.6219379230206,747,4574836,16.328454178466725
Louisiana,22,2012,9308,4601893,202.2645898111929,12906,4601893,280.4498061993184,1049,4601893,22.794967201540757
Louisiana,22,2013,9419,4625470,203.6333605017436,13316,4625470,287.884258248351,761,4625470,16.45238213630182
Louisiana,22,2014,9455,4649676,203.3475020625093,13681,4649676,294.23555533761925,804,4649676,17.29152740965177
Louisiana,22,2015,9397,4670724,201.18936593127748,13699,4670724,293.2950009463201,805,4670724,17.2350153851951
Louisiana,22,2016,9149,4681666,195.421886140532,14040,4681666,299.8932431318253,835,4681666,17.835531197654852
Louisiana,22,2017,9513,4684333,203.08120707900144,14435,4684333,308.15486431045787,825,4684333,17.61189906866143
Louisiana,22,2018,9382,4659978,201.33142259469895,14526,4659978,311.7182098284584,812,4659978,17.42497496769298
Louisiana,22,2019,9485,4648794,204.03141115738836,14335,4648794,308.359544432384,763,4648794,16.41285890491168
Louisiana,22,2020,9195,4645318,197.9412388990377,15603,4645318,335.88658515950897,853,4645318,18.36257496257522
Louisiana,22,2021,9246,4624047,199.95471499316508,16155,4624047,349.36928625509216,1028,4624047,22.231607939971198
Louisiana,22,2022,9193,4590241,200.2727089928394,15763,4590241,343.40244880388633,950,4590241,20.696081099009835
Louisiana,22,2023,9299,4573749,203.31242488383162,15190,4573749,332.1126716835576,856,4573749,18.715500129106342
Louisiana,22,2024,9296,4597740,202.18629152583662,15907,4597740,345.97432651694095,798,4597740,17.356353338814287
Maine,23,1999,3035,1266808,239.57853123756718,4580,1266808,361.53860727118865,199,1266808,15.708773547372608
Maine,23,2000,3070,1274923,240.7988560877794,4558,1274923,357.51178698635135,175,1274923,13.726319158098175
Maine,23,2001,3045,1285692,236.83743851560095,4440,1285692,345.3393192148664,200,1285692,15.555825189858847
Maine,23,2002,3206,1295960,247.38417852402853,4298,1295960,331.6460384579771,215,1295960,16.590018210438593
Maine,23,2003,3120,1306513,238.80359399408962,4222,1306513,323.1502480266174,201,1306513,15.384462305388466
Maine,23,2004,3124,1313688,237.8038012069837,4046,1313688,307.98789362466584,180,1313688,13.701883552258984
Maine,23,2005,3218,1318787,244.01211112939387,3931,1318787,298.0769449501701,192,1318787,14.55883323084016
Maine,23,2006,3089,1323619,233.3753141953991,3754,1323619,283.61635787942,193,1323619,14.581235234610563
Maine,23,2007,3112,1327040,234.50687243790694,3763,1327040,283.5634193392814,198,1327040,14.920424403183024
Maine,23,2008,3093,1330509,232.46742412114463,3719,1330509,279.5170870696854,175,1330509,13.152861047914746
Maine,23,2009,3133,1329590,235.6365496130386,3571,1329590,268.5790356425665,166,1329590,12.485051782880436
Maine,23,2010,3248,1328361,244.5118458009532,3471,1328361,261.2994509775581,171,1328361,12.87300666008713
Maine,23,2011,3201,1328188,241.00503844335287,3511,1328188,264.34510777088786,152,1328188,11.444163025113914
Maine,23,2012,3226,1329192,242.70383812120446,3495,1329192,262.9416969106044,164,1329192,12.338322830712192
Maine,23,2013,3227,1328302,242.94174065837439,3676,1328302,276.7442945956567,168,1328302,12.647726194796064
Maine,23,2014,3209,1330089,241.26205088531668,3653,1330089,274.6432757507205,143,1330089,10.75116026070436
Maine,23,2015,3398,1329328,255.61787609980382,3869,1329328,291.0493121336495,151,1329328,11.359122804905939
Maine,23,2016,3275,1331479,245.9670787147225,3827,1331479,287.42473595152455,176,1331479,13.218383466806461
Maine,23,2017,3391,1335907,253.83503492383826,3847,1335907,287.96914755293596,190,1335907,14.2225469287907
Maine,23,2018,3275,1338404,244.6944270937624,3941,1338404,294.45518692412753,157,1338404,11.730389329380365
Maine,23,2019,3413,1344212,253.90340214192403,3868,1344212,287.75222955902785,171,1344212,12.721207666647821
Maine,23,2020,3432,1350141,254.19567289638638,4060,1350141,300.7093333214827,188,1350141,13.924471592226295
Maine,23,2021,3385,1372247,246.6757077989604,4357,1372247,317.50843689219215,184,1372247,13.408664766620003
Maine,23,2022,3428,1385340,247.44827984465906,4579,1385340,330.5325768403424,201,1385340,14.509073584823941
Maine,23,2023,3438,1395722,246.32412471824617,4517,1395722,323.63178340672425,152,1395722,10.890420871778192
Maine,23,2024,3427,1405012,243.91250750883265,4537,1405012,322.9153914699661,173,1405012,12.313062094843318
Maryland,24,1999,10143,5254509,193.03421118890464,15980,5254509,304.11975695540724,609,5254509,11.590045806373155
Maryland,24,2000,10290,5296486,194.2797545391416,16359,5296486,308.8651607877374,612,5296486,11.554830882211338
Maryland,24,2001,10322,5374691,192.0482498435724,16208,5374691,301.5615223275162,703,5374691,13.079821705098954
Maryland,24,2002,10395,5440389,191.07089584954312,15898,5440389,292.22175105493375,718,5440389,13.197585687346988
Maryland,24,2003,10292,5496269,187.25429923462625,15902,5496269,289.3235392954748,709,5496269,12.899659751005636
Maryland,24,2004,10168,5546935,183.30843970589163,15113,5546935,272.4567711718273,671,5546935,12.096770558876209
Maryland,24,2005,10371,5592379,185.44880452487214,15170,5592379,271.2620156824135,628,5592379,11.22956795310189
Maryland,24,2006,10350,5627367,183.92260536766128,14568,5627367,258.8777309174966,727,5627367,12.919008125825098
Maryland,24,2007,10179,5653408,180.050688009781,14655,5653408,259.2241706241616,675,5653408,11.939700796404576
Maryland,24,2008,10360,5684965,182.23507092831704,14427,5684965,253.77464944814966,646,5684965,11.363306546302397
Maryland,24,2009,10412,5730388,181.69799322489158,14418,5730388,251.60599945413819,614,5730388,10.714806746070249
Maryland,24,2010,10269,5773552,177.86277840746908,14109,5773552,244.37296139361,513,5773552,8.885344758304766
Maryland,24,2011,10249,5828289,175.8492072030059,13832,5828289,237.32522529339226,516,5828289,8.853370174334183
Maryland,24,2012,10525,5884563,178.85780133546024,14234,5884563,241.88712058992317,549,5884563,9.329494815502867
Maryland,24,2013,10609,5928814,178.9396665167772,14509,5928814,244.7201075965615,531,5928814,8.956260054709086
Maryland,24,2014,10759,5976407,180.02455321399628,14593,5976407,244.17681058201023,475,5976407,7.947919209652221
Maryland,24,2015,10568,6006401,175.94562867181196,15115,6006401,251.6481999786561,518,6006401,8.62413282096883
Maryland,24,2016,10911,6016447,181.35288152625628,15306,6016447,254.40263996342028,568,6016447,9.4407878935857
Maryland,24,2017,10796,6052177,178.38209292292674,15693,6052177,259.2951263652732,574,6052177,9.484190564816593
Maryland,24,2018,10927,6042718,180.82922287619576,15777,6042718,261.09111826830247,516,6042718,8.539203715943719
Maryland,24,2019,10743,6045680,177.69713249791587,16036,6045680,265.2472509295894,554,6045680,9.163568035357478
Maryland,24,2020,10799,6055802,178.32485276103807,17154,6055802,283.2655360924944,632,6055802,10.436272520138537
Maryland,24,2021,10545,6165129,171.04264971584536,16839,6165129,273.13297094026746,661,6165129,10.721592362463138
Maryland,24,2022,10819,6164660,175.50035200643669,16732,6164660,271.4180506305295,626,6164660,10.15465573121632
Maryland,24,2023,10945,6180253,177.096309811265,16115,6180253,260.74984308894796,651,6180253,10.533549354694703
Maryland,24,2024,11200,6263220,178.82175622124083,16124,6263220,257.4394640456506,660,6263220,10.537710634465977
Massachusetts,25,1999,13853,6317345,219.28515855948976,20857,6317345,330.15451902658475,441,6317345,6.98078069188876
Massachusetts,25,2000,14027,6349097,220.9290549506489,20417,6349097,321.5732882959577,493,6349097,7.764883730710053
Massachusetts,25,2001,13750,6397634,214.9232044221348,20207,6397634,315.85114121876927,565,6397634,8.831389854436813
Massachusetts,25,2002,13914,6417206,216.8233340179511,19751,6417206,307.78192253762774,565,6417206,8.804454773619547
Massachusetts,25,2003,13551,6422565,210.99046876131268,19407,6422565,302.16899322934063,529,6422565,8.236584604437635
Massachusetts,25,2004,13337,6412281,207.9915087938286,18423,6412281,287.30805777226544,532,6412281,8.296579641472356
Massachusetts,25,2005,13182,6403290,205.86292359084158,17518,6403290,273.57811375089994,484,6403290,7.558614399785111
Massachusetts,25,2006,13407,6410084,209.15482542818472,17087,6410084,266.56436951528246,487,6410084,7.597404339787124
Massachusetts,25,2007,13003,6431559,202.17493145907548,16822,6431559,261.55400269203784,450,6431559,6.996748377803889
Massachusetts,25,2008,13031,6468967,201.43865318836842,16735,6468967,258.69663579981165,383,6468967,5.920574335902471
Massachusetts,25,2009,13112,6517613,201.1779465887281,16053,6517613,246.30182859890576,397,6517613,6.091187064957676
Massachusetts,25,2010,12993,6547629,198.43824382841484,15692,6547629,239.6592720815428,387,6547629,5.910536470530019
Massachusetts,25,2011,12895,6587536,195.7484558718161,15462,6587536,234.7159848538209,399,6587536,6.056892895917381
Massachusetts,25,2012,12864,6646144,193.55584230495157,15204,6646144,228.764227798856,390,6646144,5.868064248984073
Massachusetts,25,2013,12858,6692824,192.1162128273506,15560,6692824,232.4878108254453,375,6692824,5.6030160063973
Massachusetts,25,2014,12787,6745408,189.5659980834369,15419,6745408,228.58513525052894,409,6745408,6.063384157044318
Massachusetts,25,2015,12750,6794422,187.65393141609397,15870,6794422,233.57395228026755,393,6794422,5.784156474237249
Massachusetts,25,2016,12717,6811779,186.69131808298536,15593,6811779,228.9123002962956,464,6811779,6.811730092828907
Massachusetts,25,2017,12934,6859819,188.5472488414053,15721,6859819,229.1751429593113,416,6859819,6.064299947272661
Massachusetts,25,2018,12635,6902149,183.05892845836854,15781,6902149,228.63893549675618,400,6902149,5.7952965083773185
Massachusetts,25,2019,12582,6892503,182.54616646521592,15529,6892503,225.30276736912555,395,6892503,5.730864389903059
Massachusetts,25,2020,12376,6893574,179.5295154588897,15363,6893574,222.85972414309327,383,6893574,5.555898870455297
Massachusetts,25,2021,12461,6984723,178.40363891309647,15512,6984723,222.08468395955,461,6984723,6.600118573062955
Massachusetts,25,2022,12436,6981974,178.1158165298238,16124,6981974,230.93755433635246,479,6981974,6.860523972160309
Massachusetts,25,2023,12631,7001399,180.40680155494636,15652,7001399,223.55532087229994,433,7001399,6.18447827355647
Massachusetts,25,2024,12362,7136171,173.23015381778265,15354,7136171,215.15740023606497,424,7136171,5.941561658205781
Michigan,26,1999,19744,9897116,199.49245820701705,36081,9897116,364.5607467872459,1411,9897116,14.25667841015504
Michigan,26,2000,19798,9938444,199.20623389335393,35688,9938444,359.09041697070484,1507,9938444,15.16333945233278
Michigan,26,2001,19689,9991120,197.0649937144184,35055,9991120,350.86156506978193,1431,9991120,14.322718574093797
Michigan,26,2002,19985,10015710,199.53652811433238,34904,10015710,348.4925182538233,1386,10015710,13.838260093393279
Michigan,26,2003,19713,10041152,196.32209531336645,33898,10041152,337.5907465597573,1390,10041152,13.843033149981196
Michigan,26,2004,19653,10055315,195.44887455042434,32470,10055315,322.9138023025634,1307,10055315,12.998101004294744
Michigan,26,2005,20094,10051137,199.9176809549009,32576,10051137,324.10263634850463,1231,10051137,12.247370620856127
Michigan,26,2006,20192,10036081,201.19407167000745,31241,10036081,311.28684593119567,1176,10036081,11.717721289814222
Michigan,26,2007,20087,10001284,200.84421160323015,31138,10001284,311.340023940926,1229,10001284,12.28842216659381
Michigan,26,2008,20211,9946889,203.18915793671772,31282,9946889,314.49028937590435,1100,9946889,11.058734042372445
Michigan,26,2009,20257,9901591,204.58328363593287,29694,9901591,299.8911993032231,962,9901591,9.715610349892254
Michigan,26,2010,20620,9883640,208.6275906447422,29852,9883640,302.0344731293329,1051,9883640,10.633734130340644
Michigan,26,2011,20420,9876187,206.7599570563012,29960,9876187,303.3559409112039,1009,9876187,10.216493470607634
Michigan,26,2012,20496,9883360,207.37886710592352,30076,9883360,304.30946560683816,1049,9883360,10.613799355684707
Michigan,26,2013,20367,9895622,205.81829014891636,30787,9895622,311.1173809993955,1053,9895622,10.64106935370005
Michigan,26,2014,21169,9909877,213.61516394199444,31463,9909877,317.49132708710715,1006,9909877,10.151488257624187
Michigan,26,2015,20732,9922576,208.9376790865598,31656,9922576,319.03005832356433,880,9922576,8.868664749960091
Michigan,26,2016,20870,9928300,210.2071855201797,32282,9928300,325.1513350724696,986,9928300,9.931206752414814
Michigan,26,2017,20671,9962311,207.4920166615959,32358,9962311,324.8041543774331,1057,9962311,10.609987983711811
Michigan,26,2018,21018,9995915,210.2658936175428,32725,9995915,327.3837362562607,1028,9995915,10.284201096147777
Michigan,26,2019,20923,9986857,209.50535288529713,32937,9986857,329.80346068838276,1073,9986857,10.74412099822797
Michigan,26,2020,21158,9966555,212.29000391810408,35387,9966555,355.05748977455096,1218,9966555,12.220872708774497
Michigan,26,2021,21211,10050811,211.03769636102,34963,10050811,347.86247597333187,1341,10050811,13.342206912457115
