State,Year,share_age_under18,share_age_18_34,share_age_35_64,share_age_65plus,share_white_nonhispanic,share_black_nonhispanic,share_asian_nonhispanic,share_hispanic,poverty_rate,mental_health_provider_count,mental_health_access_population,mental_health_provider_rate_per_100k,phase3b2_demographic_poverty_complete,phase3b2_full_complete
Maine,2006,0.21775767800250678,0.19781357021922472,0.43752318454177525,0.14690556723649328,0.952082132396105,0.00967952258164925,0.00927457221451188,0.011396784119901573,12.7,,,,True,False
Maine,2007,0.21511860983843742,0.1965034965034965,0.4391706353990837,0.1492072582589824,0.9500648058837714,0.010330510007234145,0.00945864480347239,0.0119016759102966,12.2,,,,True,False
Maine,2008,0.21233843589182788,0.19607067671094294,0.4387636611251784,0.15282722627205078,0.9478154600983534,0.010996543428116607,0.00979399613230726,0.012400517395974022,12.6,,,,True,False
Maine,2009,0.20972886378507663,0.1958111899156883,0.4382689400491881,0.156191006250047,0.9459307004414895,0.01147647019005859,0.009995562541836206,0.012873893455877375,12.6,,,,True,False
Maine,2010,0.20593027118268734,0.19640953911070036,0.4380033879946883,0.15965680171192403,0.944862608454621,0.011766841489602893,0.01027546099098468,0.012807794948739444,13.1,,,,True,False
Maine,2011,0.2025997452352057,0.19815039554794006,0.43664683155108397,0.16260302766577028,0.9430054114933252,0.012334711552649886,0.010624233974059764,0.013336003445046391,14.2,,,,True,False
Maine,2012,0.19966273237987572,0.1988854653321574,0.4312303188376544,0.17022148345031252,0.9416763511228572,0.012692349116423607,0.010749181497127802,0.013732471008767603,14.4,,,,True,False
Maine,2013,0.19729534965500986,0.19930738421200458,0.42665900607601304,0.17673826005697252,0.9398897146028378,0.013067682523235912,0.0110375757995616,0.014413305933920628,14.0,,,,True,False
Maine,2014,0.19514578211562006,0.19997624976230974,0.4220973414013993,0.18278062672067089,0.937614288624012,0.013805953042172456,0.011496317585773307,0.015133260629546648,14.0,,,,True,False
Maine,2015,0.19298903379002033,0.19978287416187468,0.4189346680097752,0.1882934240383298,0.936496715256478,0.014102639388915742,0.011566995065732513,0.015511999891587653,13.2,,,,True,False
Maine,2016,0.19116183448419874,0.20005603473853334,0.41476297530941164,0.19401915546785625,0.9344739081676265,0.014747802364125148,0.01205122446419598,0.01598417206420409,12.3,,,,True,False
Maine,2017,0.18928497570829575,0.1998558382511172,0.4110393132985467,0.19981987274204038,0.9329033456914819,0.015134735788378945,0.012225275960354021,0.01655911980410786,11.3,,,,True,False
Maine,2018,0.18692482844270258,0.20046047330322758,0.406471867889119,0.20614283036495085,0.931294186879274,0.015571405847547938,0.012470716332463817,0.01705005836196667,11.6,,,,True,False
Maine,2019,0.1851210969698232,0.20066775181295807,0.4019938819174356,0.21221726929978307,0.9296130372292466,0.01603467310215948,0.012708560852008463,0.017631147467810138,10.9,,,,True,False
Maine,2020,0.18616913300956858,0.19830481521298635,0.4025081875549165,0.21301786422252855,0.9266531386054665,0.016742991020621132,0.012946193345747491,0.019702162804280613,10.6,,,,True,False
