State,State Code,Year,population,firearm_suicide_deaths,firearm_suicide_rate_per_100k,total_suicide_deaths,total_suicide_rate_per_100k,nonfirearm_suicide_deaths,nonfirearm_suicide_rate_per_100k,unemployment_rate,income_pc,gun_ownership,mean_rucc_2013,share_nonmetro_counties_2013,rep_vote_share_2party,permitless_year,ever_adopter,post_permitless,years_since_permitless
Kentucky,21,2016,4436974,495,11.156251986150922,760,17.12879092823172,265,5.9725389420807975,5.075,39319.0,0.525,5.741666666666666,0.7083333333333334,0.6567062901750986,2019.0,1,0,-3.0
Kentucky,21,2017,4454189,470,10.551864772689258,774,17.37690071076912,304,6.825035938079862,4.75,40403.0,0.525,5.741666666666666,0.7083333333333334,0.6567062901750986,2019.0,1,0,-2.0
Kentucky,21,2018,4468402,509,11.39109686192066,801,17.92587148604803,292,6.534774624127371,4.2,41658.0,0.525,5.741666666666666,0.7083333333333334,0.6567062901750986,2019.0,1,0,-1.0
Kentucky,21,2019,4467673,445,9.960442494336537,757,16.943943748792716,312,6.983501254456179,4.083333333333333,43466.0,0.525,5.741666666666666,0.7083333333333334,0.6567062901750986,2019.0,1,1,0.0
Kentucky,21,2020,4477251,518,11.5695992920656,801,17.890442148541595,283,6.320842856475995,6.449999999999999,47086.0,0.525,5.741666666666666,0.7083333333333334,0.6320010290026297,2019.0,1,1,1.0
Kentucky,21,2021,4509394,534,11.841945946617216,818,18.139909708488545,284,6.29796376187133,4.475,51938.0,0.525,5.741666666666666,0.7083333333333334,0.6320010290026297,2019.0,1,1,2.0
Kentucky,21,2022,4512310,527,11.67916211430509,827,18.327641496262448,300,6.648479381957358,4.05,52629.0,0.525,5.741666666666666,0.7083333333333334,0.6320010290026297,2019.0,1,1,3.0
Kentucky,21,2023,4526154,542,11.974846635797192,815,18.00645757965814,273,6.031610943860947,4.291666666666667,55667.0,0.525,5.741666666666666,0.7083333333333334,0.6320010290026297,2019.0,1,1,4.0
Kentucky,21,2024,4588372,572,12.466295234998384,849,18.5032948505483,277,6.036999615549917,5.058333333333334,58256.0,0.525,5.741666666666666,0.7083333333333334,0.6320010290026297,2019.0,1,1,5.0
Louisiana,22,1999,4460811,389,8.720387391440704,520,11.657073119663666,131,2.9366857282229617,4.95,22677.0,0.513,3.984375,0.453125,0.5393924596634723,,0,0,
Louisiana,22,2000,4468976,326,7.294735975310676,474,10.606456602138834,148,3.3117206268281585,5.125,23907.0,0.505,3.984375,0.453125,0.5393924596634723,,0,0,
Louisiana,22,2001,4477875,352,7.860871507132289,499,11.143678642213104,147,3.282807135080814,5.591666666666666,25630.0,0.45,3.984375,0.453125,0.5393924596634723,,0,0,
Louisiana,22,2002,4497267,349,7.760268625367361,506,11.251277720446662,157,3.491009095079301,5.966666666666666,26281.0,0.485,3.984375,0.453125,0.5393924596634723,,0,0,
Louisiana,22,2003,4521042,316,6.989539137216598,466,10.307358347920678,150,3.31781921070408,6.233333333333333,26987.0,0.476,3.984375,0.453125,0.5393924596634723,,0,0,
Louisiana,22,2004,4552238,371,8.149837508495821,540,11.862297182177208,169,3.712459673681385,5.683333333333334,27983.0,0.491,3.984375,0.453125,0.573309412692435,,0,0,
Louisiana,22,2005,4576628,348,7.603851569321343,511,11.16542572391726,163,3.5615741545959168,7.05,29970.0,0.486,3.984375,0.453125,0.573309412692435,,0,0,
Louisiana,22,2006,4302665,331,7.692906605557253,494,11.48125638412472,163,3.788349778567469,4.141666666666667,33627.0,0.483,3.984375,0.453125,0.573309412692435,,0,0,
Louisiana,22,2007,4375581,335,7.656126123593643,528,12.066968935096847,193,4.410842811503204,4.083333333333333,36208.0,0.476,3.984375,0.453125,0.573309412692435,,0,0,
