State,State Code,Year,Deaths,Population,rate_per_100k,source,permitless_year
Alabama,1,1999,122,4430141,2.7538626874404226,derived_total_minus_firearm,2023.0
Alabama,1,2000,162,4447100,3.642823413010724,derived_total_minus_firearm,2023.0
Alabama,1,2001,125,4467634,2.7979015290867597,derived_total_minus_firearm,2023.0
Alabama,1,2002,135,4480089,3.013332994054359,derived_total_minus_firearm,2023.0
Alabama,1,2003,122,4503491,2.7090095217243686,derived_total_minus_firearm,2023.0
Alabama,1,2004,169,4530729,3.730084054905955,derived_total_minus_firearm,2023.0
Alabama,1,2005,167,4569805,3.6544228911299257,derived_total_minus_firearm,2023.0
Alabama,1,2006,180,4628981,3.888544800680755,derived_total_minus_firearm,2023.0
Alabama,1,2007,196,4672840,4.194451340084401,derived_total_minus_firearm,2023.0
Alabama,1,2008,180,4718206,3.815009348892353,derived_total_minus_firearm,2023.0
Alabama,1,2009,196,4757938,4.119431568885513,derived_total_minus_firearm,2023.0
Alabama,1,2010,226,4779736,4.728294617108562,derived_total_minus_firearm,2023.0
Alabama,1,2011,204,4802740,4.247575342408709,derived_total_minus_firearm,2023.0
Alabama,1,2012,227,4822023,4.707567757349976,derived_total_minus_firearm,2023.0
Alabama,1,2013,218,4833722,4.509982162813666,derived_total_minus_firearm,2023.0
Alabama,1,2014,236,4849377,4.86660451435308,derived_total_minus_firearm,2023.0
Alabama,1,2015,224,4858979,4.61002198198428,derived_total_minus_firearm,2023.0
Alabama,1,2016,239,4863300,4.914358563115577,derived_total_minus_firearm,2023.0
Alabama,1,2017,266,4874747,5.456693444808517,derived_total_minus_firearm,2023.0
Alabama,1,2018,271,4887871,5.544336174174811,derived_total_minus_firearm,2023.0
Alabama,1,2019,262,4903185,5.343465522920308,derived_total_minus_firearm,2023.0
Alabama,1,2020,254,4921532,5.160994584613082,derived_total_minus_firearm,2023.0
Alabama,1,2021,206,5039877,4.087401339358086,derived_total_minus_firearm,2023.0
Alabama,1,2022,227,5074296,4.473526968075962,derived_total_minus_firearm,2023.0
Alabama,1,2023,254,5108468,4.972136460480909,derived_total_minus_firearm,2023.0
Alabama,1,2024,223,5157699,4.323633465233241,derived_total_minus_firearm,2023.0
Alaska,2,1999,41,624779,6.562320436506349,derived_total_minus_firearm,2003.0
Alaska,2,2000,41,626932,6.53978421902216,derived_total_minus_firearm,2003.0
Alaska,2,2001,37,633714,5.838595959691597,derived_total_minus_firearm,2003.0
