State,State Code,Year,Deaths,Population,crude_rate_wonder,ageadj_rate_per_100k,source,permitless_year
Ohio,39,2019,980,11689100,8.4,7.8,WONDER_1999_2020,2022.0
Ohio,39,2020,903,11693217,7.7,7.2,WONDER_1999_2020,2022.0
Ohio,39,2021,991,11780017,8.4,8.1,WONDER_2018_2024_age_adjusted,2022.0
Ohio,39,2022,1046,11756058,8.9,8.4,WONDER_2018_2024_age_adjusted,2022.0
Ohio,39,2023,1039,11785935,8.8,8.3,WONDER_2018_2024_age_adjusted,2022.0
Ohio,39,2024,1115,11883304,9.4,8.9,WONDER_2018_2024_age_adjusted,2022.0
Oklahoma,40,1999,317,3437147,9.2,9.2,WONDER_1999_2020,2019.0
Oklahoma,40,2000,301,3450654,8.7,8.7,WONDER_1999_2020,2019.0
Oklahoma,40,2001,332,3467100,9.6,9.5,WONDER_1999_2020,2019.0
Oklahoma,40,2002,312,3489080,8.9,8.9,WONDER_1999_2020,2019.0
Oklahoma,40,2003,281,3504892,8.0,8.0,WONDER_1999_2020,2019.0
Oklahoma,40,2004,312,3525233,8.9,8.8,WONDER_1999_2020,2019.0
Oklahoma,40,2005,302,3548597,8.5,8.4,WONDER_1999_2020,2019.0
Oklahoma,40,2006,314,3594090,8.7,8.6,WONDER_1999_2020,2019.0
Oklahoma,40,2007,315,3634349,8.7,8.6,WONDER_1999_2020,2019.0
Oklahoma,40,2008,346,3668976,9.4,9.2,WONDER_1999_2020,2019.0
Oklahoma,40,2009,363,3717572,9.8,9.7,WONDER_1999_2020,2019.0
Oklahoma,40,2010,376,3751351,10.0,9.9,WONDER_1999_2020,2019.0
Oklahoma,40,2011,440,3791508,11.6,11.5,WONDER_1999_2020,2019.0
Oklahoma,40,2012,411,3814820,10.8,10.6,WONDER_1999_2020,2019.0
Oklahoma,40,2013,433,3850568,11.2,11.1,WONDER_1999_2020,2019.0
Oklahoma,40,2014,435,3878051,11.2,11.1,WONDER_1999_2020,2019.0
Oklahoma,40,2015,468,3911338,12.0,11.6,WONDER_1999_2020,2019.0
Oklahoma,40,2016,517,3923561,13.2,12.9,WONDER_1999_2020,2019.0
Oklahoma,40,2017,439,3930864,11.2,10.7,WONDER_1999_2020,2019.0
Oklahoma,40,2018,465,3943079,11.8,11.4,WONDER_1999_2020,2019.0
Oklahoma,40,2019,473,3956971,12.0,11.5,WONDER_1999_2020,2019.0
Oklahoma,40,2020,538,3980783,13.5,13.2,WONDER_1999_2020,2019.0
Oklahoma,40,2021,551,3986639,13.8,13.7,WONDER_2018_2024_age_adjusted,2019.0
Oklahoma,40,2022,539,4019800,13.4,13.0,WONDER_2018_2024_age_adjusted,2019.0
Oklahoma,40,2023,573,4053824,14.1,13.6,WONDER_2018_2024_age_adjusted,2019.0
Oklahoma,40,2024,560,4095393,13.7,13.1,WONDER_2018_2024_age_adjusted,2019.0
Oregon,41,1999,309,3393941,9.1,9.0,WONDER_1999_2020,
Oregon,41,2000,302,3421399,8.8,8.6,WONDER_1999_2020,
Oregon,41,2001,280,3467937,8.1,8.0,WONDER_1999_2020,
Oregon,41,2002,291,3513424,8.3,8.1,WONDER_1999_2020,
Oregon,41,2003,331,3547376,9.3,9.0,WONDER_1999_2020,
Oregon,41,2004,299,3569463,8.4,8.0,WONDER_1999_2020,
Oregon,41,2005,319,3613202,8.8,8.4,WONDER_1999_2020,
Oregon,41,2006,307,3670883,8.4,8.0,WONDER_1999_2020,
Oregon,41,2007,327,3722417,8.8,8.3,WONDER_1999_2020,
Oregon,41,2008,319,3768748,8.5,8.0,WONDER_1999_2020,
Oregon,41,2009,345,3808600,9.1,8.5,WONDER_1999_2020,
Oregon,41,2010,376,3831074,9.8,9.2,WONDER_1999_2020,
Oregon,41,2011,343,3871859,8.9,8.5,WONDER_1999_2020,
Oregon,41,2012,367,3899353,9.4,8.9,WONDER_1999_2020,
Oregon,41,2013,389,3930065,9.9,9.2,WONDER_1999_2020,
Oregon,41,2014,422,3970239,10.6,9.8,WONDER_1999_2020,
Oregon,41,2015,373,4028977,9.3,8.5,WONDER_1999_2020,
Oregon,41,2016,414,4093465,10.1,9.3,WONDER_1999_2020,
Oregon,41,2017,439,4142776,10.6,9.9,WONDER_1999_2020,
Oregon,41,2018,427,4190713,10.2,9.4,WONDER_1999_2020,
Oregon,41,2019,466,4217737,11.0,10.2,WONDER_1999_2020,
Oregon,41,2020,454,4241507,10.7,9.6,WONDER_1999_2020,
Oregon,41,2021,505,4246155,11.9,10.9,WONDER_2018_2024_age_adjusted,
Oregon,41,2022,477,4240137,11.2,10.1,WONDER_2018_2024_age_adjusted,
Oregon,41,2023,489,4233358,11.6,10.4,WONDER_2018_2024_age_adjusted,
Oregon,41,2024,524,4272371,12.3,10.8,WONDER_2018_2024_age_adjusted,
Pennsylvania,42,1999,709,12263805,5.8,5.6,WONDER_1999_2020,
Pennsylvania,42,2000,756,12281054,6.2,5.9,WONDER_1999_2020,
Pennsylvania,42,2001,684,12298970,5.6,5.4,WONDER_1999_2020,
Pennsylvania,42,2002,720,12331031,5.8,5.7,WONDER_1999_2020,
Pennsylvania,42,2003,724,12374658,5.9,5.6,WONDER_1999_2020,
Pennsylvania,42,2004,722,12410722,5.8,5.6,WONDER_1999_2020,
Pennsylvania,42,2005,768,12449990,6.2,5.9,WONDER_1999_2020,
Pennsylvania,42,2006,734,12510809,5.9,5.6,WONDER_1999_2020,
Pennsylvania,42,2007,719,12563937,5.7,5.5,WONDER_1999_2020,
Pennsylvania,42,2008,770,12612285,6.1,5.7,WONDER_1999_2020,
Pennsylvania,42,2009,825,12666858,6.5,6.1,WONDER_1999_2020,
Pennsylvania,42,2010,762,12702379,6.0,5.6,WONDER_1999_2020,
Pennsylvania,42,2011,883,12742886,6.9,6.5,WONDER_1999_2020,
Pennsylvania,42,2012,819,12763536,6.4,5.9,WONDER_1999_2020,
Pennsylvania,42,2013,918,12773801,7.2,6.7,WONDER_1999_2020,
Pennsylvania,42,2014,897,12787209,7.0,6.3,WONDER_1999_2020,
Pennsylvania,42,2015,932,12802503,7.3,6.7,WONDER_1999_2020,
Pennsylvania,42,2016,976,12784227,7.6,7.1,WONDER_1999_2020,
Pennsylvania,42,2017,993,12805537,7.8,7.1,WONDER_1999_2020,
Pennsylvania,42,2018,1025,12807060,8.0,7.3,WONDER_1999_2020,
Pennsylvania,42,2019,964,12801989,7.5,6.8,WONDER_1999_2020,
Pennsylvania,42,2020,919,12783254,7.2,6.5,WONDER_1999_2020,
Pennsylvania,42,2021,997,12964056,7.7,7.2,WONDER_2018_2024_age_adjusted,
Pennsylvania,42,2022,1060,12972008,8.2,7.4,WONDER_2018_2024_age_adjusted,
Pennsylvania,42,2023,1077,12961683,8.3,7.5,WONDER_2018_2024_age_adjusted,
Pennsylvania,42,2024,1079,13078751,8.3,7.4,WONDER_2018_2024_age_adjusted,
Rhode Island,44,1999,35,1040402,3.4,3.3,WONDER_1999_2020,
Rhode Island,44,2000,27,1048319,2.6,2.5,WONDER_1999_2020,
Rhode Island,44,2001,25,1057142,2.4,2.3,WONDER_1999_2020,
Rhode Island,44,2002,30,1065995,2.8,2.8,WONDER_1999_2020,
Rhode Island,44,2003,12,1071342,,,WONDER_1999_2020,
Rhode Island,44,2004,22,1074579,2.0,1.9,WONDER_1999_2020,
Rhode Island,44,2005,19,1067916,,,WONDER_1999_2020,
Rhode Island,44,2006,27,1063096,2.5,2.4,WONDER_1999_2020,
Rhode Island,44,2007,24,1057315,2.3,2.2,WONDER_1999_2020,
Rhode Island,44,2008,23,1055003,2.2,2.0,WONDER_1999_2020,
Rhode Island,44,2009,40,1053646,3.8,3.5,WONDER_1999_2020,
Rhode Island,44,2010,30,1052567,2.9,2.8,WONDER_1999_2020,
Rhode Island,44,2011,20,1051302,1.9,1.7,WONDER_1999_2020,
Rhode Island,44,2012,26,1050292,2.5,2.5,WONDER_1999_2020,
Rhode Island,44,2013,34,1051511,3.2,3.2,WONDER_1999_2020,
Rhode Island,44,2014,20,1055173,1.9,1.7,WONDER_1999_2020,
Rhode Island,44,2015,40,1056298,3.8,3.5,WONDER_1999_2020,
Rhode Island,44,2016,35,1056426,3.3,2.8,WONDER_1999_2020,
Rhode Island,44,2017,33,1059639,3.1,2.9,WONDER_1999_2020,
Rhode Island,44,2018,23,1057315,2.2,2.0,WONDER_1999_2020,
Rhode Island,44,2019,33,1059361,3.1,2.9,WONDER_1999_2020,
Rhode Island,44,2020,30,1057125,2.8,2.7,WONDER_1999_2020,
Rhode Island,44,2021,36,1095610,3.3,3.0,WONDER_2018_2024_age_adjusted,
Rhode Island,44,2022,23,1093734,2.1,1.8,WONDER_2018_2024_age_adjusted,
Rhode Island,44,2023,38,1095962,3.5,3.0,WONDER_2018_2024_age_adjusted,
Rhode Island,44,2024,42,1112308,3.8,3.3,WONDER_2018_2024_age_adjusted,
South Carolina,45,1999,287,3974682,7.2,7.2,WONDER_1999_2020,2024.0
South Carolina,45,2000,297,4012012,7.4,7.4,WONDER_1999_2020,2024.0
South Carolina,45,2001,311,4064995,7.7,7.6,WONDER_1999_2020,2024.0
South Carolina,45,2002,304,4107795,7.4,7.4,WONDER_1999_2020,2024.0
South Carolina,45,2003,328,4150297,7.9,7.9,WONDER_1999_2020,2024.0
South Carolina,45,2004,328,4210921,7.8,7.6,WONDER_1999_2020,2024.0
South Carolina,45,2005,314,4270150,7.4,7.3,WONDER_1999_2020,2024.0
South Carolina,45,2006,315,4357847,7.2,7.0,WONDER_1999_2020,2024.0
South Carolina,45,2007,311,4444110,7.0,6.8,WONDER_1999_2020,2024.0
South Carolina,45,2008,343,4528996,7.6,7.2,WONDER_1999_2020,2024.0
South Carolina,45,2009,377,4589872,8.2,7.8,WONDER_1999_2020,2024.0
South Carolina,45,2010,392,4625364,8.5,8.3,WONDER_1999_2020,2024.0
South Carolina,45,2011,426,4679230,9.1,8.7,WONDER_1999_2020,2024.0
South Carolina,45,2012,433,4723723,9.2,8.5,WONDER_1999_2020,2024.0
South Carolina,45,2013,470,4774839,9.8,9.2,WONDER_1999_2020,2024.0
South Carolina,45,2014,479,4832482,9.9,9.4,WONDER_1999_2020,2024.0
South Carolina,45,2015,469,4896146,9.6,9.2,WONDER_1999_2020,2024.0
South Carolina,45,2016,525,4961119,10.6,9.9,WONDER_1999_2020,2024.0
South Carolina,45,2017,531,5024369,10.6,10.0,WONDER_1999_2020,2024.0
South Carolina,45,2018,493,5084127,9.7,9.1,WONDER_1999_2020,2024.0
South Carolina,45,2019,532,5148714,10.3,9.8,WONDER_1999_2020,2024.0
South Carolina,45,2020,565,5218040,10.8,10.3,WONDER_1999_2020,2024.0
South Carolina,45,2021,546,5190705,10.5,10.1,WONDER_2018_2024_age_adjusted,2024.0
South Carolina,45,2022,570,5282634,10.8,10.0,WONDER_2018_2024_age_adjusted,2024.0
South Carolina,45,2023,533,5373555,9.9,9.4,WONDER_2018_2024_age_adjusted,2024.0
South Carolina,45,2024,612,5478831,11.2,10.5,WONDER_2018_2024_age_adjusted,2024.0
South Dakota,46,1999,56,750412,7.5,7.4,WONDER_1999_2020,2019.0
South Dakota,46,2000,51,754844,6.8,6.8,WONDER_1999_2020,2019.0
South Dakota,46,2001,43,757972,5.7,5.6,WONDER_1999_2020,2019.0
South Dakota,46,2002,50,760020,6.6,6.4,WONDER_1999_2020,2019.0
South Dakota,46,2003,60,763729,7.9,7.8,WONDER_1999_2020,2019.0
South Dakota,46,2004,61,770396,7.9,7.9,WONDER_1999_2020,2019.0
South Dakota,46,2005,71,775493,9.2,8.8,WONDER_1999_2020,2019.0
South Dakota,46,2006,71,783033,9.1,8.9,WONDER_1999_2020,2019.0
South Dakota,46,2007,44,791623,5.6,5.3,WONDER_1999_2020,2019.0
South Dakota,46,2008,68,799124,8.5,8.6,WONDER_1999_2020,2019.0
South Dakota,46,2009,61,807067,7.6,7.6,WONDER_1999_2020,2019.0
South Dakota,46,2010,65,814180,8.0,8.0,WONDER_1999_2020,2019.0
South Dakota,46,2011,60,824082,7.3,7.0,WONDER_1999_2020,2019.0
South Dakota,46,2012,76,833354,9.1,8.7,WONDER_1999_2020,2019.0
South Dakota,46,2013,71,844877,8.4,8.9,WONDER_1999_2020,2019.0
South Dakota,46,2014,76,853175,8.9,8.8,WONDER_1999_2020,2019.0
South Dakota,46,2015,73,858469,8.5,8.2,WONDER_1999_2020,2019.0
South Dakota,46,2016,84,865454,9.7,10.2,WONDER_1999_2020,2019.0
South Dakota,46,2017,83,869666,9.5,9.6,WONDER_1999_2020,2019.0
South Dakota,46,2018,91,882235,10.3,10.4,WONDER_1999_2020,2019.0
South Dakota,46,2019,98,884659,11.1,11.3,WONDER_1999_2020,2019.0
South Dakota,46,2020,88,892717,9.9,9.6,WONDER_1999_2020,2019.0
South Dakota,46,2021,98,895376,10.9,10.8,WONDER_2018_2024_age_adjusted,2019.0
South Dakota,46,2022,99,909824,10.9,10.8,WONDER_2018_2024_age_adjusted,2019.0
South Dakota,46,2023,89,919318,9.7,9.8,WONDER_2018_2024_age_adjusted,2019.0
South Dakota,46,2024,117,924669,12.7,12.4,WONDER_2018_2024_age_adjusted,2019.0
Tennessee,47,1999,497,5638706,8.8,8.7,WONDER_1999_2020,2021.0
Tennessee,47,2000,501,5689283,8.8,8.8,WONDER_1999_2020,2021.0
Tennessee,47,2001,480,5750789,8.3,8.2,WONDER_1999_2020,2021.0
Tennessee,47,2002,521,5795918,9.0,8.9,WONDER_1999_2020,2021.0
Tennessee,47,2003,493,5847812,8.4,8.3,WONDER_1999_2020,2021.0
Tennessee,47,2004,526,5910809,8.9,8.8,WONDER_1999_2020,2021.0
Tennessee,47,2005,552,5991057,9.2,8.9,WONDER_1999_2020,2021.0
Tennessee,47,2006,569,6088766,9.3,9.1,WONDER_1999_2020,2021.0
Tennessee,47,2007,545,6175727,8.8,8.6,WONDER_1999_2020,2021.0
Tennessee,47,2008,609,6247411,9.7,9.4,WONDER_1999_2020,2021.0
Tennessee,47,2009,574,6306019,9.1,8.8,WONDER_1999_2020,2021.0
Tennessee,47,2010,585,6346105,9.2,8.9,WONDER_1999_2020,2021.0
Tennessee,47,2011,591,6403353,9.2,8.7,WONDER_1999_2020,2021.0
Tennessee,47,2012,626,6456243,9.7,9.2,WONDER_1999_2020,2021.0
Tennessee,47,2013,676,6495978,10.4,9.9,WONDER_1999_2020,2021.0
Tennessee,47,2014,644,6549352,9.8,9.3,WONDER_1999_2020,2021.0
Tennessee,47,2015,638,6600299,9.7,9.2,WONDER_1999_2020,2021.0
Tennessee,47,2016,675,6651194,10.1,9.7,WONDER_1999_2020,2021.0
Tennessee,47,2017,711,6715984,10.6,10.0,WONDER_1999_2020,2021.0
Tennessee,47,2018,690,6770010,10.2,9.6,WONDER_1999_2020,2021.0
Tennessee,47,2019,746,6829174,10.9,10.2,WONDER_1999_2020,2021.0
Tennessee,47,2020,767,6886834,11.1,10.5,WONDER_1999_2020,2021.0
Tennessee,47,2021,814,6975218,11.7,11.3,WONDER_2018_2024_age_adjusted,2021.0
Tennessee,47,2022,833,7051339,11.8,10.9,WONDER_2018_2024_age_adjusted,2021.0
Tennessee,47,2023,878,7126489,12.3,11.6,WONDER_2018_2024_age_adjusted,2021.0
Tennessee,47,2024,816,7227750,11.3,10.7,WONDER_2018_2024_age_adjusted,2021.0
Texas,48,1999,1224,20558220,6.0,6.3,WONDER_1999_2020,2021.0
Texas,48,2000,1269,20851820,6.1,6.4,WONDER_1999_2020,2021.0
Texas,48,2001,1377,21319622,6.5,6.8,WONDER_1999_2020,2021.0
Texas,48,2002,1315,21690325,6.1,6.5,WONDER_1999_2020,2021.0
Texas,48,2003,1350,22030931,6.1,6.5,WONDER_1999_2020,2021.0
Texas,48,2004,1318,22394023,5.9,6.2,WONDER_1999_2020,2021.0
Texas,48,2005,1381,22778123,6.1,6.4,WONDER_1999_2020,2021.0
Texas,48,2006,1311,23359580,5.6,5.9,WONDER_1999_2020,2021.0
Texas,48,2007,1411,23831983,5.9,6.1,WONDER_1999_2020,2021.0
Texas,48,2008,1506,24309039,6.2,6.4,WONDER_1999_2020,2021.0
Texas,48,2009,1583,24801761,6.4,6.6,WONDER_1999_2020,2021.0
Texas,48,2010,1702,25145561,6.8,7.0,WONDER_1999_2020,2021.0
Texas,48,2011,1684,25674681,6.6,6.7,WONDER_1999_2020,2021.0
Texas,48,2012,1744,26059203,6.7,6.9,WONDER_1999_2020,2021.0
Texas,48,2013,1780,26448193,6.7,6.8,WONDER_1999_2020,2021.0
Texas,48,2014,1789,26956958,6.6,6.8,WONDER_1999_2020,2021.0
Texas,48,2015,1994,27469114,7.3,7.3,WONDER_1999_2020,2021.0
Texas,48,2016,2016,27862596,7.2,7.3,WONDER_1999_2020,2021.0
Texas,48,2017,2158,28304596,7.6,7.6,WONDER_1999_2020,2021.0
Texas,48,2018,2263,28701845,7.9,7.9,WONDER_1999_2020,2021.0
Texas,48,2019,2237,28995881,7.7,7.7,WONDER_1999_2020,2021.0
Texas,48,2020,2287,29360759,7.8,7.8,WONDER_1999_2020,2021.0
Texas,48,2021,2528,29527941,8.6,8.5,WONDER_2018_2024_age_adjusted,2021.0
Texas,48,2022,2644,30029572,8.8,8.7,WONDER_2018_2024_age_adjusted,2021.0
Texas,48,2023,2697,30503301,8.8,8.7,WONDER_2018_2024_age_adjusted,2021.0
Texas,48,2024,2779,31290831,8.9,8.7,WONDER_2018_2024_age_adjusted,2021.0
Utah,49,1999,153,2203482,6.9,7.8,WONDER_1999_2020,2021.0
Utah,49,2000,174,2233169,7.8,9.0,WONDER_1999_2020,2021.0
Utah,49,2001,182,2283715,8.0,8.9,WONDER_1999_2020,2021.0
Utah,49,2002,174,2324815,7.5,8.3,WONDER_1999_2020,2021.0
Utah,49,2003,181,2360137,7.7,8.5,WONDER_1999_2020,2021.0
Utah,49,2004,183,2401580,7.6,8.4,WONDER_1999_2020,2021.0
Utah,49,2005,190,2457719,7.7,8.5,WONDER_1999_2020,2021.0
Utah,49,2006,189,2525507,7.5,8.4,WONDER_1999_2020,2021.0
Utah,49,2007,197,2597746,7.6,8.5,WONDER_1999_2020,2021.0
Utah,49,2008,196,2663029,7.4,8.0,WONDER_1999_2020,2021.0
Utah,49,2009,217,2723421,8.0,8.8,WONDER_1999_2020,2021.0
Utah,49,2010,275,2763885,9.9,10.7,WONDER_1999_2020,2021.0
Utah,49,2011,268,2817222,9.5,10.5,WONDER_1999_2020,2021.0
Utah,49,2012,283,2855287,9.9,11.0,WONDER_1999_2020,2021.0
Utah,49,2013,295,2900872,10.2,11.0,WONDER_1999_2020,2021.0
Utah,49,2014,278,2942902,9.4,10.3,WONDER_1999_2020,2021.0
Utah,49,2015,313,2995919,10.4,11.0,WONDER_1999_2020,2021.0
Utah,49,2016,309,3051217,10.1,11.0,WONDER_1999_2020,2021.0
Utah,49,2017,344,3101833,11.1,11.9,WONDER_1999_2020,2021.0
Utah,49,2018,339,3161105,10.7,11.4,WONDER_1999_2020,2021.0
Utah,49,2019,329,3205958,10.3,10.8,WONDER_1999_2020,2021.0
Utah,49,2020,339,3249879,10.4,10.8,WONDER_1999_2020,2021.0
Utah,49,2021,364,3337975,10.9,11.4,WONDER_2018_2024_age_adjusted,2021.0
Utah,49,2022,382,3380800,11.3,11.8,WONDER_2018_2024_age_adjusted,2021.0
Utah,49,2023,414,3417734,12.1,12.6,WONDER_2018_2024_age_adjusted,2021.0
Utah,49,2024,378,3503613,10.8,11.2,WONDER_2018_2024_age_adjusted,2021.0
Vermont,50,1999,46,604683,7.6,7.5,WONDER_1999_2020,
Vermont,50,2000,47,608827,7.7,7.5,WONDER_1999_2020,
Vermont,50,2001,42,612223,6.9,6.7,WONDER_1999_2020,
Vermont,50,2002,54,615442,8.8,8.4,WONDER_1999_2020,
Vermont,50,2003,38,617858,6.2,6.0,WONDER_1999_2020,
Vermont,50,2004,56,619920,9.0,8.7,WONDER_1999_2020,
Vermont,50,2005,36,621215,5.8,5.5,WONDER_1999_2020,
Vermont,50,2006,43,622892,6.9,6.3,WONDER_1999_2020,
Vermont,50,2007,43,623481,6.9,6.5,WONDER_1999_2020,
Vermont,50,2008,44,624151,7.0,6.5,WONDER_1999_2020,
Vermont,50,2009,59,624817,9.4,8.7,WONDER_1999_2020,
Vermont,50,2010,66,625741,10.5,9.6,WONDER_1999_2020,
Vermont,50,2011,70,626431,11.2,10.2,WONDER_1999_2020,
Vermont,50,2012,50,626011,8.0,7.7,WONDER_1999_2020,
Vermont,50,2013,59,626630,9.4,8.3,WONDER_1999_2020,
Vermont,50,2014,59,626562,9.4,8.6,WONDER_1999_2020,
Vermont,50,2015,59,626042,9.4,7.9,WONDER_1999_2020,
Vermont,50,2016,69,624594,11.0,9.7,WONDER_1999_2020,
Vermont,50,2017,62,623657,9.9,10.3,WONDER_1999_2020,
Vermont,50,2018,70,626299,11.2,10.7,WONDER_1999_2020,
Vermont,50,2019,59,623989,9.5,8.0,WONDER_1999_2020,
Vermont,50,2020,69,623347,11.1,10.2,WONDER_1999_2020,
Vermont,50,2021,74,645570,11.5,10.2,WONDER_2018_2024_age_adjusted,
Vermont,50,2022,69,647064,10.7,9.3,WONDER_2018_2024_age_adjusted,
Vermont,50,2023,68,647464,10.5,9.4,WONDER_2018_2024_age_adjusted,
Vermont,50,2024,61,648493,9.4,7.9,WONDER_2018_2024_age_adjusted,
Virginia,51,1999,503,7000174,7.2,7.2,WONDER_1999_2020,
Virginia,51,2000,484,7078515,6.8,6.9,WONDER_1999_2020,
Virginia,51,2001,467,7198362,6.5,6.5,WONDER_1999_2020,
Virginia,51,2002,491,7286873,6.7,6.8,WONDER_1999_2020,
Virginia,51,2003,452,7366977,6.1,6.1,WONDER_1999_2020,
Virginia,51,2004,494,7475575,6.6,6.6,WONDER_1999_2020,
Virginia,51,2005,511,7577105,6.7,6.6,WONDER_1999_2020,
Virginia,51,2006,499,7673725,6.5,6.3,WONDER_1999_2020,
Virginia,51,2007,487,7751000,6.3,6.2,WONDER_1999_2020,
Virginia,51,2008,524,7833496,6.7,6.5,WONDER_1999_2020,
Virginia,51,2009,527,7925937,6.6,6.4,WONDER_1999_2020,
Virginia,51,2010,576,8001024,7.2,7.0,WONDER_1999_2020,
Virginia,51,2011,604,8096604,7.5,7.2,WONDER_1999_2020,
Virginia,51,2012,587,8185867,7.2,7.0,WONDER_1999_2020,
Virginia,51,2013,601,8260405,7.3,7.0,WONDER_1999_2020,
Virginia,51,2014,626,8326289,7.5,7.1,WONDER_1999_2020,
Virginia,51,2015,630,8382993,7.5,7.1,WONDER_1999_2020,
Virginia,51,2016,671,8411808,8.0,7.5,WONDER_1999_2020,
Virginia,51,2017,672,8470020,7.9,7.5,WONDER_1999_2020,
Virginia,51,2018,679,8517685,8.0,7.5,WONDER_1999_2020,
Virginia,51,2019,661,8535519,7.7,7.2,WONDER_1999_2020,
Virginia,51,2020,697,8590563,8.1,7.7,WONDER_1999_2020,
Virginia,51,2021,709,8642274,8.2,7.8,WONDER_2018_2024_age_adjusted,
Virginia,51,2022,723,8683619,8.3,7.8,WONDER_2018_2024_age_adjusted,
Virginia,51,2023,730,8715698,8.4,7.8,WONDER_2018_2024_age_adjusted,
Virginia,51,2024,729,8811195,8.3,7.7,WONDER_2018_2024_age_adjusted,
Washington,53,1999,450,5842564,7.7,7.8,WONDER_1999_2020,
Washington,53,2000,390,5894121,6.6,6.7,WONDER_1999_2020,
Washington,53,2001,391,5985722,6.5,6.6,WONDER_1999_2020,
Washington,53,2002,437,6052349,7.2,7.3,WONDER_1999_2020,
Washington,53,2003,436,6104115,7.1,7.1,WONDER_1999_2020,
Washington,53,2004,423,6178645,6.8,6.8,WONDER_1999_2020,
Washington,53,2005,398,6257305,6.4,6.2,WONDER_1999_2020,
Washington,53,2006,397,6370753,6.2,6.1,WONDER_1999_2020,
Washington,53,2007,413,6461587,6.4,6.2,WONDER_1999_2020,
Washington,53,2008,439,6562231,6.7,6.5,WONDER_1999_2020,
Washington,53,2009,470,6667426,7.0,6.8,WONDER_1999_2020,
Washington,53,2010,464,6724540,6.9,6.7,WONDER_1999_2020,
Washington,53,2011,495,6830038,7.2,6.9,WONDER_1999_2020,
Washington,53,2012,529,6897012,7.7,7.4,WONDER_1999_2020,
Washington,53,2013,483,6971406,6.9,6.6,WONDER_1999_2020,
Washington,53,2014,551,7061530,7.8,7.5,WONDER_1999_2020,
Washington,53,2015,537,7170351,7.5,7.2,WONDER_1999_2020,
Washington,53,2016,515,7288000,7.1,6.7,WONDER_1999_2020,
Washington,53,2017,639,7405743,8.6,8.2,WONDER_1999_2020,
Washington,53,2018,599,7535591,7.9,7.5,WONDER_1999_2020,
Washington,53,2019,637,7614893,8.4,8.0,WONDER_1999_2020,
Washington,53,2020,618,7693612,8.0,7.7,WONDER_1999_2020,
Washington,53,2021,617,7738692,8.0,7.5,WONDER_2018_2024_age_adjusted,
Washington,53,2022,665,7785786,8.5,7.8,WONDER_2018_2024_age_adjusted,
Washington,53,2023,696,7812880,8.9,8.4,WONDER_2018_2024_age_adjusted,
Washington,53,2024,647,7958180,8.1,7.5,WONDER_2018_2024_age_adjusted,
West Virginia,54,1999,169,1811799,9.3,8.8,WONDER_1999_2020,2016.0
West Virginia,54,2000,173,1808344,9.6,9.2,WONDER_1999_2020,2016.0
West Virginia,54,2001,195,1801481,10.8,10.1,WONDER_1999_2020,2016.0
West Virginia,54,2002,188,1805414,10.4,10.0,WONDER_1999_2020,2016.0
West Virginia,54,2003,191,1812295,10.5,9.9,WONDER_1999_2020,2016.0
West Virginia,54,2004,192,1816438,10.6,10.2,WONDER_1999_2020,2016.0
West Virginia,54,2005,188,1820492,10.3,9.6,WONDER_1999_2020,2016.0
West Virginia,54,2006,179,1827912,9.8,9.1,WONDER_1999_2020,2016.0
West Virginia,54,2007,205,1834052,11.2,10.6,WONDER_1999_2020,2016.0
West Virginia,54,2008,172,1840310,9.3,8.7,WONDER_1999_2020,2016.0
West Virginia,54,2009,178,1847775,9.6,9.0,WONDER_1999_2020,2016.0
West Virginia,54,2010,210,1852994,11.3,10.5,WONDER_1999_2020,2016.0
West Virginia,54,2011,200,1855364,10.8,10.0,WONDER_1999_2020,2016.0
West Virginia,54,2012,198,1855413,10.7,10.1,WONDER_1999_2020,2016.0
West Virginia,54,2013,225,1854304,12.1,11.3,WONDER_1999_2020,2016.0
West Virginia,54,2014,217,1850326,11.7,10.6,WONDER_1999_2020,2016.0
West Virginia,54,2015,215,1844128,11.7,10.4,WONDER_1999_2020,2016.0
West Virginia,54,2016,238,1831102,13.0,12.0,WONDER_1999_2020,2016.0
West Virginia,54,2017,267,1815857,14.7,13.8,WONDER_1999_2020,2016.0
West Virginia,54,2018,257,1805832,14.2,13.1,WONDER_1999_2020,2016.0
West Virginia,54,2019,196,1792147,10.9,10.2,WONDER_1999_2020,2016.0
West Virginia,54,2020,220,1784787,12.3,11.5,WONDER_1999_2020,2016.0
West Virginia,54,2021,227,1782959,12.7,11.6,WONDER_2018_2024_age_adjusted,2016.0
West Virginia,54,2022,223,1775156,12.6,10.9,WONDER_2018_2024_age_adjusted,2016.0
West Virginia,54,2023,244,1770071,13.8,12.3,WONDER_2018_2024_age_adjusted,2016.0
West Virginia,54,2024,203,1769979,11.5,10.5,WONDER_2018_2024_age_adjusted,2016.0
Wisconsin,55,1999,299,5332666,5.6,5.6,WONDER_1999_2020,
Wisconsin,55,2000,304,5363675,5.7,5.6,WONDER_1999_2020,
Wisconsin,55,2001,317,5406835,5.9,5.8,WONDER_1999_2020,
Wisconsin,55,2002,308,5445162,5.7,5.6,WONDER_1999_2020,
Wisconsin,55,2003,310,5479203,5.7,5.5,WONDER_1999_2020,
Wisconsin,55,2004,308,5514026,5.6,5.5,WONDER_1999_2020,
