State,State Code,Year,falls_deaths,falls_population,falls_rate_per_100k,non_transport_injury_excluding_falls_poisoning_deaths,non_transport_injury_excluding_falls_poisoning_population,non_transport_injury_excluding_falls_poisoning_rate_per_100k,accidental_poisoning_deaths,accidental_poisoning_population,accidental_poisoning_rate_per_100k
Iowa,19,2019,519,3155070,16.44971426941399,307,3155070,9.730370483063767,320.0,3155070.0,10.14240571524562
Iowa,19,2020,617,3163561,19.503338168601775,250,3163561,7.9024871023508005,395.0,3163561.0,12.485929621714265
Iowa,19,2021,618,3193079,19.35435985141614,291,3193079,9.113460706734784,445.0,3193079.0,13.936391802395116
Iowa,19,2022,734,3200517,22.933794758784284,292,3200517,9.123525980333802,407.0,3200517.0,12.716695458889923
Iowa,19,2023,749,3207004,23.355131456025624,259,3207004,8.0760734941397,406.0,3207004.0,12.659790882705478
Iowa,19,2024,797,3241488,24.587473407274686,280,3241488,8.63800822338383,400.0,3241488.0,12.340011747691184
Kansas,20,1999,184,2678338,6.869932025009539,267,2678338,9.96886875368232,67.0,2678338.0,2.501551335193691
Kansas,20,2000,165,2688418,6.137438448931677,288,2688418,10.71261983813529,76.0,2688418.0,2.8269413461745905
Kansas,20,2001,194,2702162,7.179436318029785,282,2702162,10.436087843734017,111.0,2702162.0,4.107821810831475
Kansas,20,2002,180,2713535,6.633413609922113,259,2713535,9.544745138721263,118.0,2713535.0,4.348571144282274
Kansas,20,2003,189,2723004,6.940863840082497,254,2723004,9.327933414714044,126.0,2723004.0,4.627242560054998
Kansas,20,2004,209,2734373,7.643434162054701,251,2734373,9.17943528552981,165.0,2734373.0,6.034290127937922
Kansas,20,2005,210,2745299,7.649440006352679,246,2745299,8.96077257887028,179.0,2745299.0,6.520236957795855
Kansas,20,2006,219,2762931,7.926365153527178,270,2762931,9.772231011197892,187.0,2762931.0,6.7681748114592795
Kansas,20,2007,266,2783785,9.555335631164045,269,2783785,9.663102574372662,197.0,2783785.0,7.0766959373658525
Kansas,20,2008,277,2808076,9.864405379341585,256,2808076,9.116562372243486,196.0,2808076.0,6.979868066248919
Kansas,20,2009,329,2832704,11.614344456745217,244,2832704,8.613677955762409,260.0,2832704.0,9.178509297123878
Kansas,20,2010,319,2853118,11.180750322979982,274,2853118,9.603528490584686,217.0,2853118.0,7.605714169550646
Kansas,20,2011,311,2871238,10.831564642150877,335,2871238,11.667441013249338,238.0,2871238.0,8.289107346726395
Kansas,20,2012,346,2885905,11.98930664730821,265,2885905,9.182561449527965,269.0,2885905.0,9.321166150652914
Kansas,20,2013,392,2893957,13.545467330717079,261,2893957,9.018793299278462,300.0,2893957.0,10.366429079630416
Kansas,20,2014,388,2904021,13.360784925453364,268,2904021,9.228583402117271,305.0,2904021.0,10.502678871812567
Kansas,20,2015,449,2911641,15.42085717298252,307,2911641,10.543882298676245,291.0,2911641.0,9.994364002979763
Kansas,20,2016,419,2907289,14.412051915031494,300,2907289,10.318891585941405,272.0,2907289.0,9.355795037920206
Kansas,20,2017,477,2913123,16.37417987500013,309,2913123,10.60717312657241,298.0,2913123.0,10.22957149423488
Kansas,20,2018,419,2911505,14.39118256709159,307,2911505,10.544374816460904,305.0,2911505.0,10.475681820913927
Kansas,20,2019,428,2913314,14.691173007784261,285,2913314,9.78267361499653,377.0,2913314.0,12.940589308258566
Kansas,20,2020,475,2913805,16.301708590657235,292,2913805,10.021260859940867,476.0,2913805.0,16.33602797716388
Kansas,20,2021,520,2934582,17.71972976049059,300,2934582,10.222921015667648,661.0,2934582.0,22.524502637854386
Kansas,20,2022,506,2937150,17.22758456326711,295,2937150,10.043749893604344,718.0,2937150.0,24.445465842738713
Kansas,20,2023,494,2940546,16.799601162505194,276,2940546,9.386011985529217,624.0,2940546.0,21.220548836848668
Kansas,20,2024,511,2970606,17.20187732738707,320,2970606,10.772212807757072,552.0,2970606.0,18.582067093380946
Kentucky,21,1999,139,4018053,3.4593869219743993,554,4018053,13.78777233650228,174.0,4018053.0,4.330455571392413
Kentucky,21,2000,150,4041769,3.7112462389612073,602,4041769,14.89446823903098,219.0,4041769.0,5.418419508883362
Kentucky,21,2001,177,4068132,4.35089126901487,621,4068132,15.26499140145895,300.0,4068132.0,7.374391981381136
Kentucky,21,2002,203,4089875,4.963476878877716,564,4089875,13.790152510773556,371.0,4089875.0,9.07118188208686
Kentucky,21,2003,190,4117170,4.614820374189066,582,4117170,14.135923461989668,507.0,4117170.0,12.314283840599247
Kentucky,21,2004,182,4146101,4.389666339532008,581,4146101,14.01316562235218,471.0,4146101.0,11.360070581975693
Kentucky,21,2005,208,4182742,4.972814483895971,603,4182742,14.416380450909953,558.0,4182742.0,13.340531163528613
Kentucky,21,2006,218,4219239,5.166808516891316,595,4219239,14.102069117203362,626.0,4219239.0,14.836798768687908
Kentucky,21,2007,283,4256672,6.6483863450131935,563,4256672,13.226295096262998,640.0,4256672.0,15.035220002856693
Kentucky,21,2008,240,4289878,5.594564693914372,532,4289878,12.401285071510191,706.0,4289878.0,16.457344474598113
Kentucky,21,2009,273,4317074,6.3237275988319865,538,4317074,12.462144498797104,731.0,4317074.0,16.932765108960375
Kentucky,21,2010,287,4339367,6.613867875199309,546,4339367,12.58248034794015,950.0,4339367.0,21.89259401198378
Kentucky,21,2011,267,4369356,6.110740347090051,518,4369356,11.855294006714033,1023.0,4369356.0,23.413061329861883
Kentucky,21,2012,316,4380415,7.213928360669024,562,4380415,12.829834616126552,1017.0,4380415.0,23.216978300001255
Kentucky,21,2013,306,4395295,6.961990037073734,543,4395295,12.354119575591627,921.0,4395295.0,20.954224915506238
Kentucky,21,2014,302,4413457,6.842708561565231,530,4413457,12.008726945793287,1038.0,4413457.0,23.518978433459303
Kentucky,21,2015,348,4425092,7.8642432744901125,545,4425092,12.316128116658366,1200.0,4425092.0,27.118080256862456
Kentucky,21,2016,361,4436974,8.136175690910067,572,4436974,12.891668961774398,1356.0,4436974.0,30.561369077213435
Kentucky,21,2017,363,4454189,8.149631728694045,529,4454189,11.876460563303443,1508.0,4454189.0,33.85577037705405
Kentucky,21,2018,365,4468402,8.168468280159216,572,4468402,12.800996866441292,1303.0,4468402.0,29.160312791910844
Kentucky,21,2019,420,4467673,9.400867073306395,571,4467673,12.780702616328457,1340.0,4467673.0,29.993242567215642
Kentucky,21,2020,365,4477251,8.152323825490239,618,4477251,13.80311266891224,2070.0,4477251.0,46.233726900725465
Kentucky,21,2021,481,4509394,10.66662172345109,688,4509394,15.257038972420686,2342.0,4509394.0,51.93602510669948
Kentucky,21,2022,471,4512310,10.43811262967305,677,4512310,15.003401805283769,2228.0,4512310.0,49.3760402100033
Kentucky,21,2023,477,4526154,10.538748792020774,615,4526154,13.587694983423011,2028.0,4526154.0,44.80625272582418
Kentucky,21,2024,536,4588372,11.681703227201282,612,4588372,13.338064132550718,1462.0,4588372.0,31.863153205537827
Louisiana,22,1999,138,4460811,3.093607866372281,592,4460811,13.271129397770943,146.0,4460811.0,3.2729474528286446
Louisiana,22,2000,113,4468976,2.5285434515647434,632,4468976,14.141942136185111,187.0,4468976.0,4.184403764978823
Louisiana,22,2001,157,4477875,3.5061273483516175,574,4477875,12.818580241744131,217.0,4477875.0,4.846048627976439
Louisiana,22,2002,151,4497267,3.3575947347577983,638,4497267,14.186393647519704,289.0,4497267.0,6.426125022152343
Louisiana,22,2003,133,4521042,2.9417997001576186,613,4521042,13.558821174410678,414.0,4521042.0,9.157181021543263
Louisiana,22,2004,166,4552238,3.6465580226692897,596,4552238,13.092461334402989,426.0,4552238.0,9.358034443717573
Louisiana,22,2005,181,4576628,3.9548768219746067,1227,4576628,26.81013182631405,556.0,4576628.0,12.148682392363986
Louisiana,22,2006,179,4302665,4.160212333518878,559,4302665,12.991948013614817,601.0,4302665.0,13.968087220362262
Louisiana,22,2007,174,4375581,3.9766147627023702,521,4375581,11.906990180275487,672.0,4375581.0,15.357960462850535
Louisiana,22,2008,227,4435586,5.117700344441524,592,4435586,13.346601779336485,578.0,4435586.0,13.030972683203526
Louisiana,22,2009,226,4491648,5.0315607990652875,477,4491648,10.619710182097974,504.0,4491648.0,11.220825852782765
Louisiana,22,2010,203,4533372,4.477902982592207,514,4533372,11.338138586464998,519.0,4533372.0,11.448431763376135
Louisiana,22,2011,196,4574836,4.284306584979221,563,4574836,12.30645207828215,525.0,4574836.0,11.47582120976577
Louisiana,22,2012,253,4601893,5.497737561477418,498,4601893,10.821633619034602,488.0,4601893.0,10.604331739134308
Louisiana,22,2013,311,4625470,6.723641057016908,476,4625470,10.290846119421378,733.0,4625470.0,15.847038246924098
Louisiana,22,2014,261,4649676,5.613294345670537,526,4649676,11.31261619089158,699.0,4649676.0,15.033305546450977
Louisiana,22,2015,341,4670724,7.300795337082644,575,4670724,12.310725275139358,804.0,4670724.0,17.213605428194857
Louisiana,22,2016,318,4681666,6.792453797430231,553,4681666,11.812034433895967,934.0,4681666.0,19.950163040251056
Louisiana,22,2017,330,4684333,7.044759627464572,548,4684333,11.698570532880563,1024.0,4684333.0,21.860102601587034
Louisiana,22,2018,350,4659978,7.5107650722814565,523,4659978,11.223228950866291,1042.0,4659978.0,22.360620586620794
Louisiana,22,2019,326,4648794,7.01257143250486,579,4648794,12.45484312705618,1169.0,4648794.0,25.146306762571108
Louisiana,22,2020,360,4645318,7.7497385539590615,621,4645318,13.368299005579381,1799.0,4645318.0,38.72716571825653
Louisiana,22,2021,452,4624047,9.774987148703289,613,4624047,13.25678566848477,2336.0,4624047.0,50.518517653475406
Louisiana,22,2022,454,4590241,9.890548230474174,606,4590241,13.201921206315747,2253.0,4590241.0,49.08239022744121
Louisiana,22,2023,427,4573749,9.335886162533187,586,4573749,12.812246583710648,2113.0,4573749.0,46.198424968226284
Louisiana,22,2024,412,4597740,8.960924280189833,572,4597740,12.44089487443831,1409.0,4597740.0,30.645491045600664
Maine,23,1999,87,1266808,6.867654766941794,120,1266808,9.4726272647473,37.0,1266808.0,2.9207267399637513
Maine,23,2000,65,1274923,5.098347115865037,94,1274923,7.372994290635591,53.0,1274923.0,4.157113802166876
Maine,23,2001,89,1285692,6.922342209487187,120,1285692,9.333495113915307,63.0,1285692.0,4.900084934805537
Maine,23,2002,86,1295960,6.636007284175438,92,1295960,7.098984536559771,109.0,1295960.0,8.41075341831538
Maine,23,2003,79,1306513,6.046629463311884,108,1306513,8.266278253641563,114.0,1306513.0,8.725515934399427
Maine,23,2004,56,1313688,4.2628082162583505,121,1313688,9.21071061012965,116.0,1313688.0,8.830102733678011
Maine,23,2005,91,1318787,6.90028033336695,146,1318787,11.070779435951371,136.0,1318787.0,10.312506871845112
Maine,23,2006,80,1323619,6.044035330408524,135,1323619,10.199309620064385,146.0,1323619.0,11.030364477995557
Maine,23,2007,87,1327040,6.555944055944056,138,1327040,10.399083674945745,136.0,1327040.0,10.248372317337834
Maine,23,2008,96,1330509,7.21528377485609,180,1330509,13.528657077855168,160.0,1330509.0,12.02547295809348
Maine,23,2009,109,1329590,8.198015929722697,154,1329590,11.582517919057755,157.0,1329590.0,11.808151385013424
Maine,23,2010,84,1328361,6.323582218990169,161,1328361,12.12019925306449,115.0,1328361.0,8.65728518076035
Maine,23,2011,113,1328188,8.507831722617581,162,1328188,12.197068487292462,133.0,1328188.0,10.013642646974676
Maine,23,2012,138,1329192,10.382247259989528,158,1329192,11.886920775930038,127.0,1329192.0,9.554676826222245
Maine,23,2013,157,1328302,11.819601265374892,149,1328302,11.217328589432222,159.0,1328302.0,11.97016943436056
Maine,23,2014,165,1330089,12.405184916197337,173,1330089,13.006648427285691,204.0,1330089.0,15.337319532753071
Maine,23,2015,198,1329328,14.89474381040646,179,1329328,13.465450212438165,266.0,1329328.0,20.010110371556156
Maine,23,2016,227,1331479,17.048710494119696,172,1331479,12.917965660742679,324.0,1331479.0,24.33384229116644
Maine,23,2017,244,1335907,18.264744476973323,142,1335907,10.629482441517261,395.0,1335907.0,29.567926509854352
Maine,23,2018,389,1338404,29.064467828846897,99,1338404,7.396869704513734,344.0,1338404.0,25.7022543267952
Maine,23,2019,370,1344212,27.52542009742511,115,1344212,8.555198138388885,364.0,1344212.0,27.079061933683082
Maine,23,2020,362,1350141,26.812014448861266,97,1350141,7.184434810882715,489.0,1350141.0,36.21843940743967
Maine,23,2021,346,1372247,25.21411961549196,108,1372247,7.870303232581307,637.0,1372247.0,46.42021443661382
Maine,23,2022,345,1385340,24.903633764996318,106,1385340,7.651551243738,720.0,1385340.0,51.972800900861884
Maine,23,2023,439,1395722,31.453255017833065,83,1395722,5.946742976036775,611.0,1395722.0,43.77662600431891
Maine,23,2024,441,1405012,31.38763227645031,88,1405012,6.26329170142319,485.0,1405012.0,34.519278127161904
Maryland,24,1999,195,5254509,3.7110984109076606,385,5254509,7.327040452304868,43.0,5254509.0,0.8183447777898943
Maryland,24,2000,183,5296486,3.455120999092606,274,5296486,5.173241277329913,52.0,5296486.0,0.9817830161356039
Maryland,24,2001,210,5374691,3.907201362831835,298,5374691,5.544504791066128,62.0,5374691.0,1.153554688074161
Maryland,24,2002,253,5440389,4.6504027561264465,276,5440389,5.073166643047032,47.0,5440389.0,0.8639088124029366
Maryland,24,2003,300,5496269,5.4582481315961795,282,5496269,5.130753243700408,88.0,5496269.0,1.601086118601546
Maryland,24,2004,317,5546935,5.7148677603036635,307,5546935,5.534588020230992,41.0,5546935.0,0.7391469342979502
Maryland,24,2005,308,5592379,5.507495110756978,327,5592379,5.847243185771208,54.0,5592379.0,0.965599792145704
Maryland,24,2006,369,5627367,6.557240713107925,255,5627367,4.5314265090583215,53.0,5627367.0,0.94182590188271
Maryland,24,2007,410,5653408,7.252262705964261,301,5653408,5.324222132915225,49.0,5653408.0,0.8667338355908507
Maryland,24,2008,445,5684965,7.827664726168059,247,5684965,4.344793679468563,73.0,5684965.0,1.284088820247794
Maryland,24,2009,423,5730388,7.381699110077712,248,5730388,4.327804679194498,88.0,5730388.0,1.5356726281012734
Maryland,24,2010,449,5773552,7.776841708535751,306,5773552,5.300030206708106,121.0,5773552.0,2.0957635784695454
Maryland,24,2011,522,5828289,8.956316339152023,327,5828289,5.610565982572244,167.0,5828289.0,2.865334920763195
Maryland,24,2012,562,5884563,9.55041181477707,319,5884563,5.4209632898823585,234.0,5884563.0,3.9765059869356483
Maryland,24,2013,549,5928814,9.259862090461937,318,5928814,5.363635964967024,293.0,5928814.0,4.941966470865842
Maryland,24,2014,572,5976407,9.570967974570674,317,5976407,5.304190293599482,281.0,5976407.0,4.701821679815313
Maryland,24,2015,620,6006401,10.32232113706694,302,6006401,5.027969328055187,397.0,6006401.0,6.609615308734798
Maryland,24,2016,701,6016447,11.65139491796404,327,6016447,5.435101480990358,621.0,6016447.0,10.321706482247745
Maryland,24,2017,751,6052177,12.408758038636345,373,6052177,6.1630715691229785,670.0,6052177.0,11.070396652312052
Maryland,24,2018,708,6042718,11.7165818428065,374,6042718,6.189267809618123,669.0,6042718.0,11.071176910787496
Maryland,24,2019,766,6045680,12.670204178851677,398,6045680,6.583213137314579,659.0,6045680.0,10.900345370578663
Maryland,24,2020,836,6055802,13.804942763980725,394,6055802,6.506157235655987,1055.0,6055802.0,17.421309349281895
Maryland,24,2021,869,6165129,14.095406600575592,399,6165129,6.471884043302257,1106.0,6165129.0,17.93960840073257
Maryland,24,2022,858,6164660,13.918042519782112,434,6164660,7.04012873378256,1391.0,6164660.0,22.564099236616453
Maryland,24,2023,875,6180253,14.157996444482128,452,6180253,7.313616449035338,1625.0,6180253.0,26.29342196832395
Maryland,24,2024,919,6263220,14.672963747082171,456,6263220,7.280600074721948,1199.0,6263220.0,19.14350765261319
Massachusetts,25,1999,207,6317345,3.2766929778253364,556,6317345,8.801165679569502,53.0,6317345.0,0.83896003780069
Massachusetts,25,2000,198,6349097,3.1185537092912585,585,6349097,9.213908686542354,54.0,6349097.0,0.8505146479885249
Massachusetts,25,2001,240,6397634,3.751386840822717,606,6397634,9.47225177307736,62.0,6397634.0,0.9691082672125352
Massachusetts,25,2002,221,6417206,3.4438663804777345,536,6417206,8.352544705593058,67.0,6417206.0,1.0440680881991322
Massachusetts,25,2003,254,6422565,3.9548062183878248,527,6422565,8.205444397993636,86.0,6422565.0,1.3390288770919407
Massachusetts,25,2004,279,6412281,4.351025789418773,426,6412281,6.643501742983503,103.0,6412281.0,1.6062926749467155
Massachusetts,25,2005,268,6403290,4.185348469302499,492,6403290,7.683550174988171,640.0,6403290.0,9.994862016244776
Massachusetts,25,2006,410,6410084,6.396172031442958,441,6410084,6.879785038698402,847.0,6410084.0,13.213555391785816
Massachusetts,25,2007,463,6431559,7.198876664273779,395,6431559,6.141590242738968,789.0,6431559.0,12.267632155749485
Massachusetts,25,2008,482,6468967,7.450957780430786,418,6468967,6.461618988008441,722.0,6468967.0,11.16097825201458
Massachusetts,25,2009,505,6517613,7.748235435273619,370,6517613,5.676924972378692,766.0,6517613.0,11.75276899687048
Massachusetts,25,2010,518,6547629,7.9112607021564605,429,6547629,6.551990040975138,690.0,6547629.0,10.538165800169802
Massachusetts,25,2011,594,6587536,9.017028521741665,397,6587536,6.026532530524311,811.0,6587536.0,12.311128166889713
Massachusetts,25,2012,633,6646144,9.524319665658764,343,6646144,5.160887275388556,794.0,6646144.0,11.946776958188085
Massachusetts,25,2013,625,6692824,9.338360010662166,375,6692824,5.6030160063973,990.0,6692824.0,14.791962256888871
Massachusetts,25,2014,626,6745408,9.280387487309886,364,6745408,5.396263650768049,1250.0,6745408.0,18.531125174340826
Massachusetts,25,2015,731,6794422,10.758825401189387,403,6794422,5.9313360282890875,1663.0,6794422.0,24.475959838820724
Massachusetts,25,2016,716,6811779,10.511204194968744,440,6811779,6.459399225958446,2185.0,6811779.0,32.07678933799819
Massachusetts,25,2017,827,6859819,12.055711674025218,419,6859819,6.108032879584724,2109.0,6859819.0,30.744251415379914
Massachusetts,25,2018,906,6902149,13.126346591474627,446,6902149,6.461755606840709,2180.0,6902149.0,31.584365970656386
Massachusetts,25,2019,1001,6892503,14.523025960235346,464,6892503,6.731952093455745,2144.0,6892503.0,31.106261397347236
Massachusetts,25,2020,1013,6893574,14.694844793136332,417,6893574,6.049111825012686,2232.0,6893574.0,32.37797984035567
Massachusetts,25,2021,1138,6984723,16.292700512246512,460,6984723,6.585801613034619,2528.0,6984723.0,36.19327495163373
Massachusetts,25,2022,1260,6981974,18.046472244096012,470,6981974,6.7316205989881945,2529.0,6981974.0,36.22184786136414
Massachusetts,25,2023,1185,7001399,16.925188808693807,509,7001399,7.269975614873541,2281.0,7001399.0,32.5792030992663
Massachusetts,25,2024,1348,7136171,18.88968187561649,515,7136171,7.216755315981078,1506.0,7136171.0,21.10375438032525
Michigan,26,1999,390,9897116,3.9405418709854465,988,9897116,9.982706073163131,293.0,9897116.0,2.9604583799967585
Michigan,26,2000,414,9938444,4.165642026055588,899,9938444,9.045681597642448,316.0,9938444.0,3.1795721744772116
Michigan,26,2001,515,9991120,5.154577264610975,913,9991120,9.138114645805475,346.0,9991120.0,3.463075210787179
Michigan,26,2002,510,10015710,5.092000467265925,888,10015710,8.86607140182773,435.0,10015710.0,4.343176869138583
Michigan,26,2003,564,10041152,5.61688539322978,871,10041152,8.67430350621124,423.0,10041152.0,4.212664044922335
Michigan,26,2004,648,10055315,6.4443530610428414,761,10055315,7.568136851008646,527.0,10055315.0,5.2410093567431755
Michigan,26,2005,632,10051137,6.287845842714113,803,10051137,7.98914590458771,685.0,10051137.0,6.81514937066324
Michigan,26,2006,678,10036081,6.755625029331669,793,10036081,7.901490631651936,857.0,10036081.0,8.539189749464956
Michigan,26,2007,741,10001284,7.409048678149725,801,10001284,8.008971648040392,922.0,10001284.0,9.218816303986568
Michigan,26,2008,775,9946889,7.791380802580586,797,9946889,8.012555483428034,949.0,9946889.0,9.540671460192227
Michigan,26,2009,773,9901591,7.806826195911344,778,9901591,7.857323131201844,1091.0,9901591.0,11.018431280387162
Michigan,26,2010,836,9883640,8.458422200727668,745,9883640,7.537708779356594,1060.0,9883640.0,10.724793699487233
Michigan,26,2011,908,9876187,9.193831587028477,829,9876187,8.393927737496263,1115.0,9876187.0,11.289782180106554
Michigan,26,2012,872,9883360,8.822910427223132,784,9883360,7.932524971264834,1039.0,9883360.0,10.5126191902349
Michigan,26,2013,991,9895622,10.014529657660733,801,9895622,8.09448865366927,1305.0,9895622.0,13.187650053730831
Michigan,26,2014,1095,9909877,11.049582149203264,800,9909877,8.072754081609691,1447.0,9909877.0,14.601593945111528
Michigan,26,2015,956,9922576,9.634594887456645,1048,9922576,10.561773474952473,1696.0,9922576.0,17.092335699923083
Michigan,26,2016,964,9928300,9.709617960778784,1241,9928300,12.49962229183244,2056.0,9928300.0,20.7084798001672
Michigan,26,2017,1152,9962311,11.563581984140026,1039,9962311,10.429307015209623,2302.0,9962311.0,23.10708830511314
Michigan,26,2018,1234,9995915,12.345042950045093,936,9995915,9.363825122562567,2292.0,9995915.0,22.929366646275003
Michigan,26,2019,1304,9986857,13.05716102673744,877,9986857,8.781541580098724,2091.0,9986857.0,20.937518180144163
Michigan,26,2020,1510,9966555,15.150671420566082,844,9966555,8.468322303945547,2434.0,9966555.0,24.421678303084665
Michigan,26,2021,1558,10050811,15.501236666374485,844,10050811,8.397332314775396,2704.0,10050811.0,26.90330163406714
Michigan,26,2022,1591,10034113,15.855910731720881,887,10034113,8.839844637986436,2629.0,10034113.0,26.20062181878956
Michigan,26,2023,1563,10037261,15.571977255548104,767,10037261,7.641526906593342,2454.0,10037261.0,24.448900950169573
Michigan,26,2024,1705,10140459,16.813834561137718,781,10140459,7.701820992521148,1656.0,10140459.0,16.330621720377746
Minnesota,27,1999,402,4873481,8.248724063969881,561,4873481,11.511279104196774,102.0,4873481.0,2.092959837126686
Minnesota,27,2000,392,4919479,7.968323474904557,481,4919479,9.777458141400746,101.0,4919479.0,2.053062936136123
Minnesota,27,2001,490,4982796,9.83383626381654,501,4982796,10.054595853412422,133.0,4982796.0,2.669184128750204
Minnesota,27,2002,518,5018935,10.320914696046074,441,5018935,8.786724673660846,167.0,5018935.0,3.3273991394588696
Minnesota,27,2003,541,5053572,10.705299142863701,397,5053572,7.855829500400905,183.0,5053572.0,3.6212010039631375
Minnesota,27,2004,548,5087713,10.771047816572986,414,5087713,8.137251452666455,192.0,5087713.0,3.7737977751496596
Minnesota,27,2005,582,5119598,11.368080071911896,451,5119598,8.809285416550283,205.0,5119598.0,4.004220643886493
Minnesota,27,2006,591,5163555,11.445602884059529,438,5163555,8.482528025749701,231.0,5163555.0,4.473662040977582
Minnesota,27,2007,692,5207203,13.289284093591128,424,5207203,8.142567132489361,283.0,5207203.0,5.434779477581342
Minnesota,27,2008,703,5247018,13.398086303496576,404,5247018,7.699611474555644,335.0,5247018.0,6.38457882172312
Minnesota,27,2009,739,5281203,13.993023937917176,382,5281203,7.233200465878703,379.0,5281203.0,7.176395226617875
Minnesota,27,2010,785,5303925,14.800360110672756,406,5303925,7.654708541316102,353.0,5303925.0,6.655448559321634
Minnesota,27,2011,854,5344861,15.977964628079196,463,5344861,8.662526490398909,477.0,5344861.0,8.924460336760863
Minnesota,27,2012,897,5379139,16.67553115842517,400,5379139,7.436134295841769,457.0,5379139.0,8.495783432999222
Minnesota,27,2013,1022,5420380,18.85476663997727,400,5420380,7.379556414863902,487.0,5420380.0,8.9846099350968
Minnesota,27,2014,1026,5457173,18.80094327227669,399,5457173,7.3114779392187135,490.0,5457173.0,8.979007995531752
Minnesota,27,2015,1089,5489594,19.837532611701338,410,5489594,7.468676189896739,548.0,5489594.0,9.982523297715643
Minnesota,27,2016,1137,5519952,20.59800520004522,383,5519952,6.93846613158955,650.0,5519952.0,11.77546471418592
Minnesota,27,2017,1178,5576606,21.123959627056315,390,5576606,6.993501064984688,718.0,5576606.0,12.875214781176938
Minnesota,27,2018,1231,5611179,21.938348429091285,379,5611179,6.754373724309989,641.0,5611179.0,11.423624161695788
Minnesota,27,2019,1223,5639632,21.68581212391163,406,5639632,7.199051285615799,730.0,5639632.0,12.94410699137816
Minnesota,27,2020,1272,5657342,22.48405700061973,468,5657342,8.27243606626575,1025.0,5657342.0,18.118049076757245
Minnesota,27,2021,1340,5707390,23.478332477717483,452,5707390,7.91955692531963,1308.0,5707390.0,22.91765588123468
Minnesota,27,2022,1447,5717184,25.309662938957363,451,5717184,7.888498953330871,1354.0,5717184.0,23.682987988492236
Minnesota,27,2023,1484,5737915,25.863053042786447,415,5737915,7.23259232665524,1283.0,5737915.0,22.360038446020898
Minnesota,27,2024,1650,5793151,28.48190906813926,438,5793151,7.560652225360602,948.0,5793151.0,16.364151391876373
Mississippi,28,1999,151,2828408,5.33869229616095,416,2828408,14.707920498032816,64.0,2828408.0,2.2627569996973564
Mississippi,28,2000,164,2844658,5.765192160182349,432,2844658,15.186359836577896,82.0,2844658.0,2.8825960800911745
Mississippi,28,2001,172,2852994,6.02875435419773,407,2852994,14.265715245107419,119.0,2852994.0,4.171056791567035
Mississippi,28,2002,180,2858681,6.296610219888123,396,2858681,13.85254248375387,133.0,2858681.0,4.652495329139557
Mississippi,28,2003,166,2868312,5.787375989780749,378,2868312,13.178482675524839,175.0,2868312.0,6.101149386817055
Mississippi,28,2004,184,2889010,6.368963762673026,370,2889010,12.807155392331628,190.0,2889010.0,6.576647363629756
Mississippi,28,2005,198,2905943,6.813622978840259,530,2905943,18.2384857514411,202.0,2905943.0,6.951271927907738
Mississippi,28,2006,195,2904978,6.712615379531274,369,2904978,12.702333718189948,278.0,2904978.0,9.569779874408688
Mississippi,28,2007,192,2928350,6.55659330339611,384,2928350,13.11318660679222,281.0,2928350.0,9.595847490907849
Mississippi,28,2008,244,2947806,8.27734253882379,365,2947806,12.382090273240504,271.0,2947806.0,9.193277983693635
Mississippi,28,2009,240,2958774,8.111467790375338,345,2958774,11.660234948664549,279.0,2958774.0,9.42958130631133
Mississippi,28,2010,282,2967297,9.503598729753039,393,2967297,13.244376953166467,278.0,2967297.0,9.368795910891292
Mississippi,28,2011,280,2978512,9.400667178779203,402,2978512,13.496672163818712,275.0,2978512.0,9.23279812201529
Mississippi,28,2012,242,2984926,8.107403667628612,358,2984926,11.993597161202656,294.0,2984926.0,9.849490406127321
Mississippi,28,2013,256,2991207,8.558418056657397,419,2991207,14.007723303669723,294.0,2991207.0,9.828808236942479
Mississippi,28,2014,243,2994079,8.116018314814005,446,2994079,14.89606653665451,330.0,2994079.0,11.021753267031364
Mississippi,28,2015,278,2992333,9.290409857459046,406,2992333,13.568008640749541,323.0,2992333.0,10.79425317970961
Mississippi,28,2016,287,2988726,9.602753815505334,360,2988726,12.045266110041535,334.0,2988726.0,11.175330224316314
Mississippi,28,2017,288,2984100,9.651151100834422,330,2984100,11.058610636372777,321.0,2984100.0,10.7570121644717
Mississippi,28,2018,279,2986530,9.34194533455214,376,2986530,12.589861812873133,300.0,2986530.0,10.045102510271118
Mississippi,28,2019,328,2976149,11.020953588009203,391,2976149,13.137783088145117,392.0,2976149.0,13.171383556401242
Mississippi,28,2020,357,2966786,12.033223832120012,393,2966786,13.246658168132114,572.0,2966786.0,19.280123338858953
Mississippi,28,2021,334,2949965,11.322168229114583,416,2949965,14.101862225484032,776.0,2949965.0,26.305396843691362
Mississippi,28,2022,389,2940057,13.231035996921149,447,2940057,15.203786865356694,733.0,2940057.0,24.931489423504374
Mississippi,28,2023,387,2939690,13.164653415836364,432,2939690,14.69542706884059,690.0,2939690.0,23.471862679398168
Mississippi,28,2024,411,2943045,13.96512795421069,411,2943045,13.96512795421069,501.0,2943045.0,17.023185170461204
Missouri,29,1999,374,5561948,6.724262794258415,741,5561948,13.322670402528036,198.0,5561948.0,3.559903832254455
Missouri,29,2000,324,5595211,5.790666339482104,678,5595211,12.117505488175512,237.0,5595211.0,4.235765192769317
